"","year","nbhd","block","lot","address","zip","sale_date","price","long","lat"
"5205","2015","UPPER EAST SIDE (79-96)","1555","1185","300 EAST 93 STREET","10128","02/27/2015",490000,-73.948299,40.782223
"5206","2015","UPPER EAST SIDE (79-96)","1555","1214","300 EAST 93RD STREET","10128","04/22/2015",1895000,-73.948299,40.782223
"5207","2015","UPPER EAST SIDE (79-96)","1555","1242","300 EST 93RD STREET","10128","08/05/2015",553000,-73.948299,40.782223
"5208","2015","UPPER EAST SIDE (79-96)","1555","1258","300 EAST 93RD   STREET","10128","09/09/2015",1300000,-73.948299,40.782223
"5209","2015","UPPER EAST SIDE (79-96)","1555","1260","300 EAST 93RD   STREET","10128","07/20/2015",1295000,-73.948299,40.782223
"5210","2015","UPPER EAST SIDE (79-96)","1555","1268","300 EAST 93RD STREET","10128","05/22/2015",806000,-73.948299,40.782223
"5211","2015","UPPER EAST SIDE (79-96)","1555","18","331 EAST 92ND STREET, 2A","10128","11/10/2015",300000,-73.94809,40.781331
"5212","2015","UPPER EAST SIDE (79-96)","1555","18","331 EAST 92ND STREET, 4A","10128","06/25/2015",265000,-73.94809,40.781331
"5213","2015","UPPER EAST SIDE (79-96)","1555","18","331 EAST 92ND STREET, 4C","10128","11/04/2015",305000,-73.94809,40.781331
"5214","2015","UPPER EAST SIDE (79-96)","1555","19","333 EAST 92ND STREET, 2C","10128","08/05/2015",322000,-73.948058,40.781317
"5215","2015","UPPER EAST SIDE (79-96)","1555","21","343 EAST 92ND   STREET, 1W","10128","08/13/2015",599000,-73.947888,40.781246
"5216","2015","UPPER EAST SIDE (79-96)","1555","23","340 E. 93RD STREET, 12G","10128","01/12/2015",450000,-73.946592,40.7815
"5217","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD ST, 18I","10128","08/18/2015",519000,-73.946592,40.7815
"5218","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, #10D","10128","05/18/2015",475000,-73.946592,40.7815
"5219","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 14E","10128","03/06/2015",458000,-73.946592,40.7815
"5220","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 14J","10128","11/30/2015",549500,-73.946592,40.7815
"5221","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 15A","10128","11/06/2015",599000,-73.946592,40.7815
"5222","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 17E","10128","07/08/2015",525000,-73.946592,40.7815
"5223","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 18LM","10128","12/28/2015",1625000,-73.946592,40.7815
"5224","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 21G","10128","06/05/2015",529000,-73.946592,40.7815
"5225","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 21J","10128","08/31/2015",562500,-73.946592,40.7815
"5226","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 22E","10128","07/24/2015",495000,-73.946592,40.7815
"5227","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 6M","10128","10/08/2015",1050000,-73.946592,40.7815
"5228","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 8F","10128","06/23/2015",460000,-73.946592,40.7815
"5229","2015","UPPER EAST SIDE (79-96)","1555","23","340 EAST 93RD STREET, 9M","10128","11/09/2015",1050000,-73.946592,40.7815
"5230","2015","UPPER EAST SIDE (79-96)","1556","16","327 EAST 93RD STREET, 2W","10128","02/20/2015",550000,-73.9474,40.78186
"5231","2015","UPPER EAST SIDE (79-96)","1556","16","327 EAST 93RD STREET, 5E","10128","08/20/2015",573000,-73.9474,40.78186
"5232","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93 STREET, 4A","10128","07/29/2015",420000,-73.946545,40.7815
"5233","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD   STREET","10128","01/15/2015",485000,-73.946545,40.7815
"5234","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD   STREET, 19B","10128","08/06/2015",570000,-73.946545,40.7815
"5235","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD   STREET, 19E","10128","06/11/2015",490000,-73.946545,40.7815
"5236","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD   STREET, 30H","10128","11/02/2015",585000,-73.946545,40.7815
"5237","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD   STREET, 31F","10128","12/10/2015",575000,-73.946545,40.7815
"5238","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD   STREET, 5B","10128","11/12/2015",570000,-73.946545,40.7815
"5239","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD ST, 30K","10128","01/09/2015",520000,-73.946545,40.7815
"5240","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD STREET, 11A","10128","04/21/2015",500000,-73.946545,40.7815
"5241","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD STREET, 28C","10128","10/01/2015",780000,-73.946545,40.7815
"5242","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD STREET, 30J","10128","05/07/2015",520000,-73.946545,40.7815
"5243","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD STREET, 5A","10128","09/09/2015",495000,-73.946545,40.7815
"5244","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD STREET, 8D","10128","11/09/2015",540000,-73.946545,40.7815
"5245","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD STREET, 8K","10128","06/29/2015",550000,-73.946545,40.7815
"5246","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD, 13EF","10128","08/05/2015",940000,-73.946545,40.7815
"5247","2015","UPPER EAST SIDE (79-96)","1556","23","345 EAST 93RD, 14CD","10128","06/16/2015",1625000,-73.946545,40.7815
"5248","2015","UPPER EAST SIDE (79-96)","1557","1019","300 EAST 95TH   STREET","10128","01/06/2015",725000,-73.947229,40.783411
"5249","2015","UPPER EAST SIDE (79-96)","1558","20","333 EAST 95TH   STREET","10128","01/15/2015",4750000,-73.946677,40.783197
"5250","2015","UPPER EAST SIDE (79-96)","1558","31","336-338 EAST 96TH STREET","10128","10/29/2015",3803589,-73.945485,40.783561
"5251","2015","UPPER EAST SIDE (79-96)","1559","10","425 EAST 79TH STREET, 10M","10075","05/27/2015",886000,-73.951957,40.772044
"5252","2015","UPPER EAST SIDE (79-96)","1559","10","425 EAST 79TH STREET, 10N","10075","02/06/2015",603000,-73.951957,40.772044
"5253","2015","UPPER EAST SIDE (79-96)","1559","10","425 EAST 79TH STREET, 14A","10075","05/12/2015",445000,-73.951957,40.772044
"5254","2015","UPPER EAST SIDE (79-96)","1559","10","425 EAST 79TH STREET, 5C","10075","05/19/2015",637500,-73.951957,40.772044
"5255","2015","UPPER EAST SIDE (79-96)","1560","5","415 EAST 80TH   STREET, 3B","10075","11/16/2015",360000,-73.951318,40.772664
"5256","2015","UPPER EAST SIDE (79-96)","1560","5","415 EAST 80TH STREET, 4A","10075","07/09/2015",419000,-73.951318,40.772664
"5257","2015","UPPER EAST SIDE (79-96)","1560","5","415 EAST 80TH STREET, 5B","10075","12/14/2015",412000,-73.951318,40.772664
"5258","2015","UPPER EAST SIDE (79-96)","1560","5","415 EAST 80TH STREET, 5N","10075","01/12/2015",372500,-73.951318,40.772664
"5259","2015","UPPER EAST SIDE (79-96)","1562","10","415 EAST 82ND   STREET, 1C","10028","06/12/2015",215000,-73.950696,40.774061
"5260","2015","UPPER EAST SIDE (79-96)","1562","10","415 EAST 82ND   STREET, 5A","10028","05/21/2015",285000,-73.950696,40.774061
"5261","2015","UPPER EAST SIDE (79-96)","1562","1003","450 EAST 83RD   STREET","10028","02/25/2015",525000,-73.949663,40.774439
"5262","2015","UPPER EAST SIDE (79-96)","1562","1004","450 EAST 83RD   STREET","10028","07/10/2015",1070000,-73.949663,40.774439
"5263","2015","UPPER EAST SIDE (79-96)","1562","1010","450 EAST 83RD   STREET","10028","05/22/2015",625000,-73.949663,40.774439
"5264","2015","UPPER EAST SIDE (79-96)","1562","1028","450 EAST 83RD   STREET","10028","03/30/2015",1725000,-73.949663,40.774439
"5265","2015","UPPER EAST SIDE (79-96)","1562","1029","450 EAST 83RD   STREET","10028","08/05/2015",1100000,-73.949663,40.774439
"5266","2015","UPPER EAST SIDE (79-96)","1562","1030","450 EAST 83RD   STREET","10028","07/09/2015",645000,-73.949663,40.774439
"5267","2015","UPPER EAST SIDE (79-96)","1562","1056","450 EAST 83RD STREET","10028","08/18/2015",1950000,-73.949663,40.774439
"5268","2015","UPPER EAST SIDE (79-96)","1562","1067","450 EAST 83RD   STREET","10028","11/06/2015",2230000,-73.949663,40.774439
"5269","2015","UPPER EAST SIDE (79-96)","1562","18","431 EAST 82ND STREET, 1-A","10028","10/13/2015",237000,-73.950436,40.773954
"5270","2015","UPPER EAST SIDE (79-96)","1562","38","416 EAST 83, 4C","10028","04/17/2015",317000,-73.950211,40.77467
"5271","2015","UPPER EAST SIDE (79-96)","1562","38","416 EAST 83RD STREET, 1D","10028","12/11/2015",322500,-73.950211,40.77467
"5272","2015","UPPER EAST SIDE (79-96)","1562","38","416 EAST 83RD STREET, 3C","10028","09/29/2015",365000,-73.950211,40.77467
"5273","2015","UPPER EAST SIDE (79-96)","1562","38","416 EAST 83RD STREET, 4D","10028","11/23/2015",325000,-73.950211,40.77467
"5274","2015","UPPER EAST SIDE (79-96)","1562","38","416-18 EAST 83RD STREET, G2","10028","01/21/2015",365000,-73.950211,40.77467
"5275","2015","UPPER EAST SIDE (79-96)","1563","31","448 EAST 84TH   STREET, 1A","10028","10/07/2015",235000,-73.949232,40.775087
"5276","2015","UPPER EAST SIDE (79-96)","1563","31","448 EAST 84TH STREET, 1C","10028","05/08/2015",330000,-73.949232,40.775087
"5277","2015","UPPER EAST SIDE (79-96)","1563","31","448 EAST 84TH STREET, 1D","10028","08/11/2015",335000,-73.949232,40.775087
"5278","2015","UPPER EAST SIDE (79-96)","1563","31","448 EAST 84TH STREET, 4D","10028","05/27/2015",380000,-73.949232,40.775087
"5279","2015","UPPER EAST SIDE (79-96)","1563","32","444 E 84TH ST, 5D","10028","05/19/2015",390000,-73.949297,40.775115
"5280","2015","UPPER EAST SIDE (79-96)","1563","32","444 EAST 84 STREET, 1C","10028","09/10/2015",880000,-73.949297,40.775115
"5281","2015","UPPER EAST SIDE (79-96)","1563","32","444 EAST 84TH STREET, 4H","10028","03/27/2015",319000,-73.949297,40.775115
"5282","2015","UPPER EAST SIDE (79-96)","1563","32","444 EAST 84TH STREET, 9A","10028","05/27/2015",575000,-73.949297,40.775115
"5283","2015","UPPER EAST SIDE (79-96)","1564","121","451 EAST 84TH STREET, 3","10028","07/23/2015",925000,-73.949189,40.775087
"5284","2015","UPPER EAST SIDE (79-96)","1564","47","400 EAST 85TH STREET, 4D/E","10028","03/12/2015",1875000,-73.94982,40.776163
"5285","2015","UPPER EAST SIDE (79-96)","1564","47","400 EAST 85TH STREET, 5D","10028","09/22/2015",860000,-73.94982,40.776163
"5286","2015","UPPER EAST SIDE (79-96)","1564","47","400 EAST 85TH STREET, 7G","10028","08/20/2015",667000,-73.94982,40.776163
"5287","2015","UPPER EAST SIDE (79-96)","1565","17","435 EAST 85TH STREET, 4J","10028","10/27/2015",279000,-73.948773,40.77574
"5288","2015","UPPER EAST SIDE (79-96)","1565","28","446 EAST 86TH   STREET, 5B","10028","07/23/2015",537500,-73.948134,40.776344
"5289","2015","UPPER EAST SIDE (79-96)","1565","28","446 EAST 86TH STREET, 12E","10028","03/26/2015",304000,-73.948134,40.776344
"5290","2015","UPPER EAST SIDE (79-96)","1565","28","446 EAST 86TH STREET, 2G","10028","12/10/2015",315000,-73.948134,40.776344
"5291","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH   STREET, 18-E","10028","05/18/2015",641000,-73.948159,40.776355
"5292","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 10C","10028","05/28/2015",600000,-73.948159,40.776355
"5293","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 11G","10028","11/30/2015",1325000,-73.948159,40.776355
"5294","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 14C","10028","01/08/2015",567500,-73.948159,40.776355
"5295","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 17J","10028","05/19/2015",595000,-73.948159,40.776355
"5296","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 24D","10028","08/26/2015",620000,-73.948159,40.776355
"5297","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 30J","10028","08/27/2015",650000,-73.948159,40.776355
"5298","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 3E","10028","07/16/2015",650000,-73.948159,40.776355
"5299","2015","UPPER EAST SIDE (79-96)","1565","29","444 EAST 86TH STREET, 4F","10028","02/25/2015",930000,-73.948159,40.776355
"5300","2015","UPPER EAST SIDE (79-96)","1565","9","415 E 85 ST, 5D","10028","12/15/2015",410000,-73.949048,40.775855
"5301","2015","UPPER EAST SIDE (79-96)","1565","9","415 EAST 85TH STREET, 12F","10028","07/07/2015",595000,-73.949048,40.775855
"5302","2015","UPPER EAST SIDE (79-96)","1565","9","415 EAST 85TH STREET, 2-H","10028","09/25/2015",375000,-73.949048,40.775855
"5303","2015","UPPER EAST SIDE (79-96)","1565","9","415 EAST 85TH STREET, 2B","10028","12/15/2015",539500,-73.949048,40.775855
"5304","2015","UPPER EAST SIDE (79-96)","1565","9","415 EAST 85TH STREET, 5A","10028","08/13/2015",555000,-73.949048,40.775855
"5305","2015","UPPER EAST SIDE (79-96)","1565","9","415 EAST 85TH STREET, 7AB","10028","06/15/2015",1246450,-73.949048,40.775855
"5306","2015","UPPER EAST SIDE (79-96)","1565","9","415 EAST 85TH STREET, 7GH","10028","06/04/2015",790000,-73.949048,40.775855
"5307","2015","UPPER EAST SIDE (79-96)","1565","9","415 EAST 85TH STREET, 8D","10028","05/20/2015",437500,-73.949048,40.775855
"5308","2015","UPPER EAST SIDE (79-96)","1566","1","401 EAST 86TH STREET, 20F","10028","05/15/2015",1287500,-73.949307,40.776857
"5309","2015","UPPER EAST SIDE (79-96)","1566","1","401 EAST 86TH STREET, 3K","10028","12/28/2015",355000,-73.949307,40.776857
"5310","2015","UPPER EAST SIDE (79-96)","1566","1","401 EAST 86TH STREET, 8K","10028","10/27/2015",395000,-73.949307,40.776857
"5311","2015","UPPER EAST SIDE (79-96)","1566","10","425 EAST 86TH   STREET, 16-D","10028","12/23/2015",977000,-73.948408,40.776478
"5312","2015","UPPER EAST SIDE (79-96)","1566","1004","455 EAST 86TH STREET","10028","03/16/2015",693000,-73.947997,40.776305
"5313","2015","UPPER EAST SIDE (79-96)","1566","1014","455 EAST 86TH   STREET","10028","01/15/2015",730000,-73.947997,40.776305
"5314","2015","UPPER EAST SIDE (79-96)","1566","1016","455 EAST 86TH   STREET","10028","02/19/2015",2550000,-73.947997,40.776305
"5315","2015","UPPER EAST SIDE (79-96)","1566","1019","455 EAST 86TH STREET","10028","03/02/2015",1725000,-73.947997,40.776305
"5316","2015","UPPER EAST SIDE (79-96)","1566","1051","455 EAST 86TH","10028","12/07/2015",980000,-73.947997,40.776305
"5317","2015","UPPER EAST SIDE (79-96)","1566","1061","455 EAST 86TH STREET","10028","11/17/2015",2432130,-73.947997,40.776305
"5318","2015","UPPER EAST SIDE (79-96)","1566","1073","455 EAST 86TH STREET","10028","07/22/2015",875000,-73.947997,40.776305
"5319","2015","UPPER EAST SIDE (79-96)","1566","1077","455 EAST 86TH   STREET","10028","09/16/2015",995000,-73.947997,40.776305
"5320","2015","UPPER EAST SIDE (79-96)","1566","1113","455 EAST 86TH   STREET","10028","01/14/2015",500000,-73.947997,40.776305
"5321","2015","UPPER EAST SIDE (79-96)","1566","1133","455 EAST 86TH STREET","10028","02/18/2015",735000,-73.947997,40.776305
"5322","2015","UPPER EAST SIDE (79-96)","1566","1140","455 EAST 86TH   STREET","10028","11/24/2015",1133000,-73.947997,40.776305
"5323","2015","UPPER EAST SIDE (79-96)","1566","14","435 EAST 86 STREET, 3G","10028","03/17/2015",615000,-73.948271,40.776421
"5324","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86 STREET, 14C","10028","08/05/2015",1100000,-73.948134,40.776363
"5325","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 14H","10028","06/29/2015",1685000,-73.948134,40.776363
"5326","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 15A","10028","03/09/2015",1100000,-73.948134,40.776363
"5327","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 16A","10028","01/07/2015",1200000,-73.948134,40.776363
"5328","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 3A","10028","04/07/2015",400000,-73.948134,40.776363
"5329","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 3B","10028","04/07/2015",890000,-73.948134,40.776363
"5330","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 4I","10028","07/08/2015",625000,-73.948134,40.776363
"5331","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 5J","10028","05/05/2015",1130000,-73.948134,40.776363
"5332","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 7B","10028","12/22/2015",660000,-73.948134,40.776363
"5333","2015","UPPER EAST SIDE (79-96)","1566","17","445 EAST 86TH STREET, 8D","10028","08/03/2015",427500,-73.948134,40.776363
"5334","2015","UPPER EAST SIDE (79-96)","1566","29","444 EAST 87 STREET, 4C","10128","12/18/2015",433823,-73.947841,40.777107
"5335","2015","UPPER EAST SIDE (79-96)","1566","29","444 EAST 87TH   STREET, 3F","10128","07/22/2015",285000,-73.947841,40.777107
"5336","2015","UPPER EAST SIDE (79-96)","1566","29","444 EAST 87TH ST, 1A","10128","05/15/2015",282000,-73.947841,40.777107
"5337","2015","UPPER EAST SIDE (79-96)","1566","29","444 EAST 87TH STREET, 2D","10128","05/04/2015",410000,-73.947841,40.777107
"5338","2015","UPPER EAST SIDE (79-96)","1566","29","444 EAST 87TH STREET, 3E","10128","04/02/2015",235000,-73.947841,40.777107
"5339","2015","UPPER EAST SIDE (79-96)","1566","34","430 EAST 87TH   STREET, 3E","10128","11/17/2015",320000,-73.948065,40.7772
"5340","2015","UPPER EAST SIDE (79-96)","1566","34","430 EAST 87TH STREET, 2B","10128","01/20/2015",240000,-73.948065,40.7772
"5341","2015","UPPER EAST SIDE (79-96)","1567","104","403 EAST 87TH STREET, 1C","10128","07/28/2015",410000,-73.948505,40.777406
"5342","2015","UPPER EAST SIDE (79-96)","1567","40","414 EAST 88TH, 5A","10128","12/30/2015",320000,-73.947862,40.777938
"5343","2015","UPPER EAST SIDE (79-96)","1569","1075","402 EAST 90TH STREET","10128","08/20/2015",1125000,-73.947142,40.779272
"5344","2015","UPPER EAST SIDE (79-96)","1569","1306","400 EAST 90TH   STREET","10128","06/26/2015",1450000,-73.947175,40.779286
"5345","2015","UPPER EAST SIDE (79-96)","1569","1373","400 EAST 90TH STREET","10128","07/28/2015",511000,-73.947175,40.779286
"5346","2015","UPPER EAST SIDE (79-96)","1569","1376","400 EAST 90TH STREET","10128","03/11/2015",757000,-73.947175,40.779286
"5347","2015","UPPER EAST SIDE (79-96)","1569","1389","400 EAST 90TH   STREET","10128","09/02/2015",740000,-73.947175,40.779286
"5348","2015","UPPER EAST SIDE (79-96)","1569","1393","400 EAST 90TH   STREET","10128","07/30/2015",730000,-73.947175,40.779286
"5349","2015","UPPER EAST SIDE (79-96)","1569","1410","400 EAST 90TH STREET","10128","05/06/2015",1200000,-73.947175,40.779286
"5350","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 10H","10128","08/27/2015",869000,-73.945367,40.778349
"5351","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 24F","10128","10/19/2015",2400000,-73.945367,40.778349
"5352","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 24H","10128","03/17/2015",750000,-73.945367,40.778349
"5353","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 25G","10128","09/10/2015",500000,-73.945367,40.778349
"5354","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 27G","10128","12/08/2015",515000,-73.945367,40.778349
"5355","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 29E","10128","02/12/2015",999000,-73.945367,40.778349
"5356","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 31C","10128","12/15/2015",885000,-73.945367,40.778349
"5357","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 33H","10128","09/02/2015",848000,-73.945367,40.778349
"5358","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 5D","10128","03/16/2015",850000,-73.945367,40.778349
"5359","2015","UPPER EAST SIDE (79-96)","1569","16","1725 YORK AVENUE, 7G","10128","05/20/2015",740000,-73.945367,40.778349
"5360","2015","UPPER EAST SIDE (79-96)","1570","12","417 E 90TH STREET, 7G","10128","09/22/2015",308000,-73.946908,40.779192
"5361","2015","UPPER EAST SIDE (79-96)","1570","12","417 EAST 90 STREET, 4J","10128","12/17/2015",435000,-73.946908,40.779192
"5362","2015","UPPER EAST SIDE (79-96)","1570","12","417 EAST 90TH   STREET, 6E","10128","08/11/2015",320000,-73.946908,40.779192
"5363","2015","UPPER EAST SIDE (79-96)","1570","12","417 EAST 90TH STRET, 6J","10128","06/11/2015",430000,-73.946908,40.779192
"5364","2015","UPPER EAST SIDE (79-96)","1570","5","403 EAST 90TH STREET, 3E","10128","11/24/2015",482500,-73.947131,40.779288
"5365","2015","UPPER EAST SIDE (79-96)","1570","5","403 EAST 90TH STREET, 3W","10128","12/17/2015",550000,-73.947131,40.779288
"5366","2015","UPPER EAST SIDE (79-96)","1571","8","407 EAST 91ST STREET, 3B","10128","03/10/2015",2210000,-73.946604,40.779895
"5367","2015","UPPER EAST SIDE (79-96)","1576","1","501 EAST 79TH STREET, 10A","10075","08/19/2015",2100000,-73.950073,40.771248
"5368","2015","UPPER EAST SIDE (79-96)","1576","1","501 EAST 79TH STREET, 11B","10075","01/06/2015",1620000,-73.950073,40.771248
"5369","2015","UPPER EAST SIDE (79-96)","1576","1","501 EAST 79TH STREET, 11E","10075","05/14/2015",1265000,-73.950073,40.771248
"5370","2015","UPPER EAST SIDE (79-96)","1576","1","501 EAST 79TH STREET, 3C","10075","04/08/2015",1262500,-73.950073,40.771248
"5371","2015","UPPER EAST SIDE (79-96)","1576","1","501 EAST 79TH STREET, 8B","10075","10/27/2015",1925000,-73.950073,40.771248
"5372","2015","UPPER EAST SIDE (79-96)","1576","1","501 EAST 79TH STREET, 8D","10075","05/20/2015",1600000,-73.950073,40.771248
"5373","2015","UPPER EAST SIDE (79-96)","1576","1006","510 EAST 80TH STREET","10075","11/02/2015",903000,-73.949423,40.771846
"5374","2015","UPPER EAST SIDE (79-96)","1576","1013","510 EAST 80TH STREET","10075","10/13/2015",965000,-73.949423,40.771846
"5375","2015","UPPER EAST SIDE (79-96)","1576","1031","510 EAST 80TH STREET","10075","07/20/2015",760000,-73.949423,40.771846
"5376","2015","UPPER EAST SIDE (79-96)","1576","1064","510 EAST 80TH STREET","10075","03/06/2015",725000,-73.949423,40.771846
"5377","2015","UPPER EAST SIDE (79-96)","1576","1074","510 EAST 80TH STREET","10075","06/12/2015",825000,-73.949423,40.771846
"5378","2015","UPPER EAST SIDE (79-96)","1576","1085","510 EAST 80TH STREET","10075","07/01/2015",1601000,-73.949423,40.771846
"5379","2015","UPPER EAST SIDE (79-96)","1576","14","515 EAST 79 STREET, 11C","10075","12/08/2015",995000,-73.949835,40.771149
"5380","2015","UPPER EAST SIDE (79-96)","1576","14","515 EAST 79TH   STREET, 24E","10075","04/06/2015",1275000,-73.949835,40.771149
"5381","2015","UPPER EAST SIDE (79-96)","1576","14","515 EAST 79TH STREET, 17B","10075","06/02/2015",1275000,-73.949835,40.771149
"5382","2015","UPPER EAST SIDE (79-96)","1576","14","515 EAST 79TH STREET, 20A","10075","08/13/2015",2000000,-73.949835,40.771149
"5383","2015","UPPER EAST SIDE (79-96)","1576","14","515 EAST 79TH STREET, 28A","10075","10/05/2015",1625000,-73.949835,40.771149
"5384","2015","UPPER EAST SIDE (79-96)","1576","14","515 EAST 79TH STREET, 29C","10075","03/23/2015",1250000,-73.949835,40.771149
"5385","2015","UPPER EAST SIDE (79-96)","1576","14","515 EAST 79TH STREET, 4F","10075","04/29/2015",990000,-73.949835,40.771149
"5386","2015","UPPER EAST SIDE (79-96)","1576","23","2 EAST END AVENUE, 2BC","10075","01/21/2015",3625000,-73.948009,40.7705
"5387","2015","UPPER EAST SIDE (79-96)","1576","23","2 EAST END AVENUE, 3B","10075","12/03/2015",2450000,-73.948009,40.7705
"5388","2015","UPPER EAST SIDE (79-96)","1576","27","10 EAST END AVENUE, 10D","10075","06/08/2015",630000,-73.947781,40.770818
"5389","2015","UPPER EAST SIDE (79-96)","1576","27","10 EAST END AVENUE, 10F","10075","06/08/2015",1235000,-73.947781,40.770818
"5390","2015","UPPER EAST SIDE (79-96)","1576","27","10 EAST END AVENUE, 16E","10075","11/19/2015",640000,-73.947781,40.770818
"5391","2015","UPPER EAST SIDE (79-96)","1576","27","10 EAST END AVENUE, 18D","10075","07/30/2015",1962500,-73.947781,40.770818
"5392","2015","UPPER EAST SIDE (79-96)","1576","27","10 EAST END AVENUE, 1B","10075","05/13/2015",475000,-73.947781,40.770818
"5393","2015","UPPER EAST SIDE (79-96)","1576","27","10 EAST END AVENUE, 5N","10075","05/07/2015",480000,-73.947781,40.770818
"5394","2015","UPPER EAST SIDE (79-96)","1576","27","10 EAST END AVENUE, 8B","10075","10/29/2015",597200,-73.947781,40.770818
"5395","2015","UPPER EAST SIDE (79-96)","1576","5","505 EAST 79TH   STREET, 9F","10075","06/15/2015",575000,-73.950004,40.77122
"5396","2015","UPPER EAST SIDE (79-96)","1576","5","505 EAST 79TH STREET, 10H","10075","07/29/2015",560000,-73.950004,40.77122
"5397","2015","UPPER EAST SIDE (79-96)","1576","5","505 EAST 79TH STREET, 18C","10075","05/06/2015",757500,-73.950004,40.77122
"5398","2015","UPPER EAST SIDE (79-96)","1576","5","505 EAST 79TH STREET, 4E","10075","02/05/2015",520000,-73.950004,40.77122
"5399","2015","UPPER EAST SIDE (79-96)","1576","5","505 EAST 79TH STREET, 6B","10075","04/08/2015",2230000,-73.950004,40.77122
"5400","2015","UPPER EAST SIDE (79-96)","1576","5","505 EAST 79TH STREET, 7D","10075","07/29/2015",525000,-73.950004,40.77122
"5401","2015","UPPER EAST SIDE (79-96)","1577","1021","520 EAST 81ST   STREET","10028","08/19/2015",520000,-73.94879,40.772408
"5402","2015","UPPER EAST SIDE (79-96)","1577","1090","520 EAST 81ST   STREET","10028","10/01/2015",537000,-73.94879,40.772408
"5403","2015","UPPER EAST SIDE (79-96)","1577","1143","520 EAST 81ST   STREET","10028","02/06/2015",1750000,-73.94879,40.772408
"5404","2015","UPPER EAST SIDE (79-96)","1577","1152","520 EAST 81ST   STREET","10028","06/08/2015",490000,-73.94879,40.772408
