"Year","Distance","BLOCK","avg.index"
2008,"other",1402,141.033789689028
2008,"other",1615,141.033789689028
2008,"other",1616,141.033789689028
2008,"other",1621,141.033789689028
2008,"other",1622,141.033789689028
2008,"other",1623,141.033789689028
2008,"other",1749,141.033789689028
2008,"other",1625,141.033789689028
2008,"other",1456,141.033789689028
2008,"other",1457,141.033789689028
2008,"other",1458,141.033789689028
2008,"other",1460,141.033789689028
2008,"other",1415,141.033789689028
2008,"other",1416,141.033789689028
2008,"other",1417,141.033789689028
2008,"other",1418,141.033789689028
2008,"other",1419,141.033789689028
2008,"other",1420,141.033789689028
2008,"other",1421,141.033789689028
2008,"other",1422,141.033789689028
2008,"other",1789,141.033789689028
2008,"other",1654,141.033789689028
2008,"other",1655,141.033789689028
2008,"other",1660,141.033789689028
2008,"other",1661,141.033789689028
2008,"other",1608,141.033789689028
2008,"other",1613,141.033789689028
2008,"other",1614,141.033789689028
2008,"other",1724,141.033789689028
2008,"other",1726,141.033789689028
2008,"other",1745,141.033789689028
2008,"other",1683,141.033789689028
2008,"other",1687,141.033789689028
2008,"other",1438,141.033789689028
2008,"other",1439,141.033789689028
2008,"other",1440,141.033789689028
2008,"other",1441,141.033789689028
2008,"other",1607,141.033789689028
2008,"other",1767,141.033789689028
2008,"other",1461,141.033789689028
2008,"other",1635,141.033789689028
2008,"other",1636,141.033789689028
2008,"other",1637,141.033789689028
2008,"other",1638,141.033789689028
2008,"other",1746,141.033789689028
2008,"other",1748,141.033789689028
2008,"other",1645,141.033789689028
2008,"other",1750,141.033789689028
2008,"other",1751,141.033789689028
2008,"other",1753,141.033789689028
2008,"other",1754,141.033789689028
2008,"other",1710,141.033789689028
2008,"other",1711,141.033789689028
2008,"other",1722,141.033789689028
2008,"other",1723,141.033789689028
2008,"other",1772,141.033789689028
2008,"other",1774,141.033789689028
2008,"other",1639,141.033789689028
2008,"other",1644,141.033789689028
2008,"other",1786,141.033789689028
2008,"other",1688,141.033789689028
2008,"other",1795,141.033789689028
2008,"other",1802,141.033789689028
2008,"other",1709,141.033789689028
2008,"other",1628,141.033789689028
2008,"other",1629,141.033789689028
2008,"other",1770,141.033789689028
2008,"other",1771,141.033789689028
2008,"other",1634,141.033789689028
2008,"other",1788,141.033789689028
2008,"other",1783,141.033789689028
2008,"other",1785,141.033789689028
2008,"other",1627,141.033789689028
2008,"other",1603,141.033789689028
2008,"other",1689,141.033789689028
2008,"other",1708,141.033789689028
2008,"other",1630,141.033789689028
2008,"other",1604,141.033789689028
2009,"1 block",1427,110.214259427995
2009,"1 block",1426,110.214259427995
2009,"1 block",1526,110.214259427995
2009,"1 block",1525,110.214259427995
2009,"1 block",1430,110.214259427995
2009,"1 block",1425,110.214259427995
2009,"1 block",1432,110.214259427995
2009,"1 block",1433,110.214259427995
2009,"1 block",1527,110.214259427995
2009,"1 block",1424,110.214259427995
2009,"1 block",1646,110.214259427995
2009,"1 block",1423,110.214259427995
2009,"1 block",1540,110.214259427995
2009,"1 block",1542,110.214259427995
2009,"1 block",1428,110.214259427995
2009,"1 block",1429,110.214259427995
2009,"1 block",1531,110.214259427995
2009,"1 block",1532,110.214259427995
2009,"1 block",1431,110.214259427995
2009,"1 block",1533,110.214259427995
2009,"1 block",1534,110.214259427995
2009,"1 block",1535,110.214259427995
2009,"1 block",1536,110.214259427995
2009,"1 block",1537,110.214259427995
2009,"1 block",1539,110.214259427995
2009,"1 block",1554,110.214259427995
2009,"1 block",1555,110.214259427995
2009,"1 block",1528,110.214259427995
2009,"1 block",1529,110.214259427995
2009,"1 block",1545,110.214259427995
2009,"1 block",1546,110.214259427995
2009,"1 block",1547,110.214259427995
2009,"1 block",1548,110.214259427995
2009,"1 block",1549,110.214259427995
2009,"1 block",1550,110.214259427995
2009,"1 block",1551,110.214259427995
2009,"1 block",1552,110.214259427995
2009,"1 block",1553,110.214259427995
2009,"1 block",1451,110.214259427995
2009,"1 block",1452,110.214259427995
2009,"1 block",1453,110.214259427995
2009,"1 block",1543,110.214259427995
2009,"1 block",1544,110.214259427995
2009,"1 block",1443,110.214259427995
2009,"1 block",1444,110.214259427995
2009,"1 block",1445,110.214259427995
2009,"1 block",1446,110.214259427995
2009,"1 block",1447,110.214259427995
2009,"1 block",1448,110.214259427995
2009,"1 block",1449,110.214259427995
2009,"1 block",1450,110.214259427995
2009,"1 block",1557,110.214259427995
2009,"1 block",1556,110.214259427995
2009,"2-3 blocks left",1409,124.925706119572
2009,"2-3 blocks left",1524,124.925706119572
2009,"2-3 blocks left",1408,124.925706119572
2009,"2-3 blocks left",1410,124.925706119572
2009,"2-3 blocks left",1510,124.925706119572
2009,"2-3 blocks left",1511,124.925706119572
2009,"2-3 blocks left",1411,124.925706119572
2009,"2-3 blocks left",1523,124.925706119572
2009,"2-3 blocks left",1404,124.925706119572
2009,"2-3 blocks left",1405,124.925706119572
2009,"2-3 blocks left",1407,124.925706119572
2009,"2-3 blocks left",1403,124.925706119572
2009,"2-3 blocks left",1509,124.925706119572
2009,"2-3 blocks left",1413,124.925706119572
2009,"2-3 blocks left",1514,124.925706119572
2009,"2-3 blocks left",1508,124.925706119572
2009,"2-3 blocks left",1412,124.925706119572
2009,"2-3 blocks left",1518,124.925706119572
2009,"2-3 blocks left",1519,124.925706119572
2009,"2-3 blocks left",1406,124.925706119572
2009,"2-3 blocks left",1517,124.925706119572
2009,"2-3 blocks left",1522,124.925706119572
2009,"2-3 blocks left",1513,124.925706119572
2009,"2-3 blocks left",1521,124.925706119572
2009,"2-3 blocks left",1512,124.925706119572
2009,"2-3 blocks left",1515,124.925706119572
2009,"2-3 blocks left",1516,124.925706119572
2009,"2-3 blocks left",1520,124.925706119572
2009,"2 blocks right",1571,65.3275933371489
2009,"2 blocks right",1560,65.3275933371489
2009,"2 blocks right",1570,65.3275933371489
2009,"2 blocks right",1559,65.3275933371489
2009,"2 blocks right",1566,65.3275933371489
2009,"2 blocks right",1563,65.3275933371489
2009,"2 blocks right",1564,65.3275933371489
2009,"2 blocks right",1565,65.3275933371489
2009,"2 blocks right",1473,65.3275933371489
2009,"2 blocks right",1567,65.3275933371489
2009,"2 blocks right",1568,65.3275933371489
2009,"2 blocks right",1569,65.3275933371489
2009,"2 blocks right",1466,65.3275933371489
2009,"2 blocks right",1467,65.3275933371489
2009,"2 blocks right",1562,65.3275933371489
2009,"2 blocks right",1464,65.3275933371489
2009,"2 blocks right",1471,65.3275933371489
2009,"2 blocks right",1472,65.3275933371489
2009,"2 blocks right",1469,65.3275933371489
2009,"2 blocks right",1470,65.3275933371489
2009,"3-4 blocks right",1576,194.897252051757
2009,"3-4 blocks right",1483,194.897252051757
2009,"3-4 blocks right",1577,194.897252051757
2009,"3-4 blocks right",1578,194.897252051757
2009,"3-4 blocks right",1579,194.897252051757
2009,"3-4 blocks right",1580,194.897252051757
2009,"3-4 blocks right",1590,194.897252051757
2009,"3-4 blocks right",1484,194.897252051757
2009,"3-4 blocks right",1485,194.897252051757
2009,"3-4 blocks right",1486,194.897252051757
2009,"3-4 blocks right",1487,194.897252051757
2009,"3-4 blocks right",1489,194.897252051757
2009,"3-4 blocks right",1581,194.897252051757
2009,"3-4 blocks right",1582,194.897252051757
2009,"3-4 blocks right",1583,194.897252051757
2009,"3-4 blocks right",1584,194.897252051757
2009,"3-4 blocks right",1585,194.897252051757
2009,"3-4 blocks right",1586,194.897252051757
2009,"3-4 blocks right",1589,194.897252051757
2009,"4-5 blocks left",1383,73.9817827389234
2009,"4-5 blocks left",1384,73.9817827389234
2009,"4-5 blocks left",1391,73.9817827389234
2009,"4-5 blocks left",1496,73.9817827389234
2009,"4-5 blocks left",1497,73.9817827389234
2009,"4-5 blocks left",1495,73.9817827389234
2009,"4-5 blocks left",1387,73.9817827389234
2009,"4-5 blocks left",1388,73.9817827389234
2009,"4-5 blocks left",1385,73.9817827389234
2009,"4-5 blocks left",1390,73.9817827389234
2009,"4-5 blocks left",1492,73.9817827389234
2009,"4-5 blocks left",1493,73.9817827389234
2009,"4-5 blocks left",1392,73.9817827389234
2009,"4-5 blocks left",1393,73.9817827389234
2009,"4-5 blocks left",1386,73.9817827389234
2009,"4-5 blocks left",1602,73.9817827389234
2009,"4-5 blocks left",1501,73.9817827389234
2009,"4-5 blocks left",1498,73.9817827389234
2009,"4-5 blocks left",1491,73.9817827389234
2009,"4-5 blocks left",1505,73.9817827389234
2009,"4-5 blocks left",1506,73.9817827389234
2009,"4-5 blocks left",1389,73.9817827389234
2009,"4-5 blocks left",1494,73.9817827389234
2009,"4-5 blocks left",1504,73.9817827389234
2009,"4-5 blocks left",1499,73.9817827389234
2009,"4-5 blocks left",1507,73.9817827389234
2009,"4-5 blocks left",1502,73.9817827389234
2009,"4-5 blocks left",1503,73.9817827389234
2009,"4-5 blocks left",1500,73.9817827389234
2009,"other",864,96.5033277830309
2009,"other",1375,96.5033277830309
2009,"other",1376,96.5033277830309
2009,"other",1377,96.5033277830309
2009,"other",1378,96.5033277830309
2009,"other",1379,96.5033277830309
2009,"other",1380,96.5033277830309
2009,"other",1381,96.5033277830309
2009,"other",1382,96.5033277830309
2009,"other",1659,96.5033277830309
2009,"other",1661,96.5033277830309
2009,"other",1671,96.5033277830309
2009,"other",1673,96.5033277830309
2009,"other",1676,96.5033277830309
2009,"other",1677,96.5033277830309
2009,"other",1680,96.5033277830309
2009,"other",1681,96.5033277830309
2009,"other",1682,96.5033277830309
2009,"other",1436,96.5033277830309
2009,"other",1437,96.5033277830309
2009,"other",1395,96.5033277830309
2009,"other",1396,96.5033277830309
2009,"other",1397,96.5033277830309
2009,"other",1398,96.5033277830309
2009,"other",1399,96.5033277830309
2009,"other",1400,96.5033277830309
2009,"other",1401,96.5033277830309
2009,"other",1402,96.5033277830309
2009,"other",1613,96.5033277830309
2009,"other",1614,96.5033277830309
2009,"other",1615,96.5033277830309
2009,"other",1616,96.5033277830309
2009,"other",1621,96.5033277830309
2009,"other",1622,96.5033277830309
2009,"other",1623,96.5033277830309
2009,"other",1456,96.5033277830309
2009,"other",1457,96.5033277830309
2009,"other",1458,96.5033277830309
2009,"other",1460,96.5033277830309
2009,"other",1415,96.5033277830309
2009,"other",1416,96.5033277830309
2009,"other",1417,96.5033277830309
2009,"other",1418,96.5033277830309
2009,"other",1419,96.5033277830309
2009,"other",1420,96.5033277830309
2009,"other",1421,96.5033277830309
2009,"other",1422,96.5033277830309
2009,"other",1644,96.5033277830309
2009,"other",1439,96.5033277830309
2009,"other",1440,96.5033277830309
2009,"other",1441,96.5033277830309
2009,"other",1603,96.5033277830309
2009,"other",1604,96.5033277830309
2009,"other",1607,96.5033277830309
2009,"other",1608,96.5033277830309
2009,"other",1748,96.5033277830309
2009,"other",1750,96.5033277830309
2009,"other",1753,96.5033277830309
2009,"other",1683,96.5033277830309
2009,"other",1687,96.5033277830309
2009,"other",1438,96.5033277830309
2009,"other",1771,96.5033277830309
2009,"other",1772,96.5033277830309
2009,"other",1773,96.5033277830309
2009,"other",1775,96.5033277830309
2009,"other",1783,96.5033277830309
2009,"other",1461,96.5033277830309
2009,"other",1631,96.5033277830309
2009,"other",1633,96.5033277830309
2009,"other",1634,96.5033277830309
2009,"other",1636,96.5033277830309
2009,"other",1767,96.5033277830309
2009,"other",1768,96.5033277830309
2009,"other",1770,96.5033277830309
2009,"other",1708,96.5033277830309
2009,"other",1709,96.5033277830309
2009,"other",1710,96.5033277830309
2009,"other",1711,96.5033277830309
2009,"other",1722,96.5033277830309
2009,"other",1724,96.5033277830309
2009,"other",1745,96.5033277830309
2009,"other",1746,96.5033277830309
2009,"other",1790,96.5033277830309
2009,"other",1792,96.5033277830309
2009,"other",1638,96.5033277830309
2009,"other",1639,96.5033277830309
2009,"other",1643,96.5033277830309
2009,"other",1815,96.5033277830309
2009,"other",1628,96.5033277830309
2009,"other",1786,96.5033277830309
2009,"other",1625,96.5033277830309
2009,"other",1627,96.5033277830309
2009,"other",1600,96.5033277830309
2009,"other",1795,96.5033277830309
2009,"other",1788,96.5033277830309
2009,"other",1630,96.5033277830309
2009,"other",1796,96.5033277830309
2009,"other",1806,96.5033277830309
2009,"other",1629,96.5033277830309
2010,"1 block",1425,100.205223190661
2010,"1 block",1426,100.205223190661
2010,"1 block",1526,100.205223190661
2010,"1 block",1424,100.205223190661
2010,"1 block",1525,100.205223190661
2010,"1 block",1433,100.205223190661
2010,"1 block",1427,100.205223190661
2010,"1 block",1428,100.205223190661
2010,"1 block",1423,100.205223190661
2010,"1 block",1646,100.205223190661
2010,"1 block",1539,100.205223190661
2010,"1 block",1527,100.205223190661
2010,"1 block",1528,100.205223190661
2010,"1 block",1429,100.205223190661
2010,"1 block",1430,100.205223190661
2010,"1 block",1531,100.205223190661
2010,"1 block",1431,100.205223190661
2010,"1 block",1432,100.205223190661
2010,"1 block",1533,100.205223190661
2010,"1 block",1534,100.205223190661
2010,"1 block",1535,100.205223190661
2010,"1 block",1536,100.205223190661
2010,"1 block",1537,100.205223190661
2010,"1 block",1554,100.205223190661
2010,"1 block",1555,100.205223190661
2010,"1 block",1556,100.205223190661
2010,"1 block",1529,100.205223190661
2010,"1 block",1530,100.205223190661
2010,"1 block",1545,100.205223190661
2010,"1 block",1547,100.205223190661
2010,"1 block",1532,100.205223190661
2010,"1 block",1549,100.205223190661
2010,"1 block",1550,100.205223190661
2010,"1 block",1551,100.205223190661
2010,"1 block",1552,100.205223190661
2010,"1 block",1553,100.205223190661
2010,"1 block",1450,100.205223190661
2010,"1 block",1451,100.205223190661
2010,"1 block",1540,100.205223190661
2010,"1 block",1542,100.205223190661
2010,"1 block",1543,100.205223190661
2010,"1 block",1544,100.205223190661
2010,"1 block",1443,100.205223190661
2010,"1 block",1548,100.205223190661
2010,"1 block",1445,100.205223190661
2010,"1 block",1446,100.205223190661
2010,"1 block",1447,100.205223190661
2010,"1 block",1448,100.205223190661
2010,"1 block",1449,100.205223190661
2010,"1 block",1557,100.205223190661
2010,"1 block",1558,100.205223190661
2010,"1 block",1452,100.205223190661
2010,"1 block",1453,100.205223190661
2010,"1 block",1444,100.205223190661
2010,"2-3 blocks left",1524,101.089814712184
2010,"2-3 blocks left",1408,101.089814712184
2010,"2-3 blocks left",1410,101.089814712184
2010,"2-3 blocks left",1511,101.089814712184
2010,"2-3 blocks left",1523,101.089814712184
2010,"2-3 blocks left",1409,101.089814712184
2010,"2-3 blocks left",1510,101.089814712184
2010,"2-3 blocks left",1404,101.089814712184
2010,"2-3 blocks left",1406,101.089814712184
2010,"2-3 blocks left",1509,101.089814712184
2010,"2-3 blocks left",1403,101.089814712184
2010,"2-3 blocks left",1412,101.089814712184
2010,"2-3 blocks left",1413,101.089814712184
2010,"2-3 blocks left",1407,101.089814712184
2010,"2-3 blocks left",1522,101.089814712184
2010,"2-3 blocks left",1518,101.089814712184
2010,"2-3 blocks left",1519,101.089814712184
2010,"2-3 blocks left",1512,101.089814712184
2010,"2-3 blocks left",1411,101.089814712184
2010,"2-3 blocks left",1516,101.089814712184
2010,"2-3 blocks left",1513,101.089814712184
2010,"2-3 blocks left",1405,101.089814712184
2010,"2-3 blocks left",1508,101.089814712184
2010,"2-3 blocks left",1521,101.089814712184
2010,"2-3 blocks left",1517,101.089814712184
2010,"2-3 blocks left",1514,101.089814712184
2010,"2-3 blocks left",1515,101.089814712184
2010,"2-3 blocks left",1520,101.089814712184
2010,"2 blocks right",1570,64.1908370611992
2010,"2 blocks right",1472,64.1908370611992
2010,"2 blocks right",1559,64.1908370611992
2010,"2 blocks right",1563,64.1908370611992
2010,"2 blocks right",1564,64.1908370611992
2010,"2 blocks right",1565,64.1908370611992
2010,"2 blocks right",1566,64.1908370611992
2010,"2 blocks right",1568,64.1908370611992
2010,"2 blocks right",1569,64.1908370611992
2010,"2 blocks right",1471,64.1908370611992
2010,"2 blocks right",1473,64.1908370611992
2010,"2 blocks right",1560,64.1908370611992
2010,"2 blocks right",1562,64.1908370611992
2010,"2 blocks right",1464,64.1908370611992
2010,"2 blocks right",1466,64.1908370611992
2010,"2 blocks right",1467,64.1908370611992
2010,"2 blocks right",1468,64.1908370611992
2010,"2 blocks right",1469,64.1908370611992
2010,"2 blocks right",1470,64.1908370611992
2010,"3-4 blocks right",1578,83.5160483176295
2010,"3-4 blocks right",1579,83.5160483176295
2010,"3-4 blocks right",1580,83.5160483176295
2010,"3-4 blocks right",1581,83.5160483176295
2010,"3-4 blocks right",1576,83.5160483176295
2010,"3-4 blocks right",1577,83.5160483176295
2010,"3-4 blocks right",1483,83.5160483176295
2010,"3-4 blocks right",1484,83.5160483176295
2010,"3-4 blocks right",1487,83.5160483176295
2010,"3-4 blocks right",1489,83.5160483176295
2010,"3-4 blocks right",1582,83.5160483176295
2010,"3-4 blocks right",1583,83.5160483176295
2010,"3-4 blocks right",1584,83.5160483176295
2010,"3-4 blocks right",1585,83.5160483176295
2010,"3-4 blocks right",1586,83.5160483176295
2010,"3-4 blocks right",1589,83.5160483176295
2010,"3-4 blocks right",1590,83.5160483176295
2010,"4-5 blocks left",1392,83.1159007542178
2010,"4-5 blocks left",1383,83.1159007542178
2010,"4-5 blocks left",1384,83.1159007542178
2010,"4-5 blocks left",1602,83.1159007542178
2010,"4-5 blocks left",1496,83.1159007542178
2010,"4-5 blocks left",1497,83.1159007542178
2010,"4-5 blocks left",1388,83.1159007542178
2010,"4-5 blocks left",1393,83.1159007542178
2010,"4-5 blocks left",1390,83.1159007542178
2010,"4-5 blocks left",1493,83.1159007542178
2010,"4-5 blocks left",1391,83.1159007542178
2010,"4-5 blocks left",1494,83.1159007542178
2010,"4-5 blocks left",1495,83.1159007542178
2010,"4-5 blocks left",1386,83.1159007542178
2010,"4-5 blocks left",1387,83.1159007542178
2010,"4-5 blocks left",1502,83.1159007542178
2010,"4-5 blocks left",1385,83.1159007542178
2010,"4-5 blocks left",1492,83.1159007542178
2010,"4-5 blocks left",1506,83.1159007542178
2010,"4-5 blocks left",1507,83.1159007542178
2010,"4-5 blocks left",1389,83.1159007542178
2010,"4-5 blocks left",1498,83.1159007542178
2010,"4-5 blocks left",1499,83.1159007542178
2010,"4-5 blocks left",1500,83.1159007542178
2010,"4-5 blocks left",1501,83.1159007542178
2010,"4-5 blocks left",1491,83.1159007542178
2010,"4-5 blocks left",1505,83.1159007542178
2010,"4-5 blocks left",1504,83.1159007542178
2010,"4-5 blocks left",1503,83.1159007542178
2010,"other",1375,103.775765832436
2010,"other",1376,103.775765832436
2010,"other",1377,103.775765832436
2010,"other",1378,103.775765832436
2010,"other",1379,103.775765832436
2010,"other",1380,103.775765832436
2010,"other",1381,103.775765832436
2010,"other",1382,103.775765832436
2010,"other",1665,103.775765832436
2010,"other",1666,103.775765832436
2010,"other",1667,103.775765832436
2010,"other",1673,103.775765832436
2010,"other",1676,103.775765832436
2010,"other",1677,103.775765832436
2010,"other",1680,103.775765832436
2010,"other",1681,103.775765832436
2010,"other",1435,103.775765832436
2010,"other",1436,103.775765832436
2010,"other",1437,103.775765832436
2010,"other",1395,103.775765832436
2010,"other",1396,103.775765832436
2010,"other",1397,103.775765832436
2010,"other",1398,103.775765832436
2010,"other",1399,103.775765832436
2010,"other",1400,103.775765832436
2010,"other",1401,103.775765832436
2010,"other",1402,103.775765832436
2010,"other",1616,103.775765832436
2010,"other",1621,103.775765832436
2010,"other",1623,103.775765832436
2010,"other",1627,103.775765832436
2010,"other",1628,103.775765832436
2010,"other",1629,103.775765832436
2010,"other",1631,103.775765832436
2010,"other",1456,103.775765832436
2010,"other",1457,103.775765832436
2010,"other",1458,103.775765832436
2010,"other",1460,103.775765832436
2010,"other",1415,103.775765832436
2010,"other",1416,103.775765832436
2010,"other",1417,103.775765832436
2010,"other",1418,103.775765832436
2010,"other",1419,103.775765832436
2010,"other",1420,103.775765832436
2010,"other",1421,103.775765832436
2010,"other",1688,103.775765832436
2010,"other",1660,103.775765832436
2010,"other",1661,103.775765832436
2010,"other",1440,103.775765832436
2010,"other",1441,103.775765832436
2010,"other",1608,103.775765832436
2010,"other",1613,103.775765832436
2010,"other",1614,103.775765832436
2010,"other",1615,103.775765832436
2010,"other",1749,103.775765832436
2010,"other",1750,103.775765832436
2010,"other",1683,103.775765832436
2010,"other",1687,103.775765832436
2010,"other",1753,103.775765832436
2010,"other",1438,103.775765832436
2010,"other",1439,103.775765832436
2010,"other",1771,103.775765832436
2010,"other",1772,103.775765832436
2010,"other",1783,103.775765832436
2010,"other",1786,103.775765832436
2010,"other",1461,103.775765832436
2010,"other",1637,103.775765832436
2010,"other",1638,103.775765832436
2010,"other",1639,103.775765832436
2010,"other",1751,103.775765832436
2010,"other",1752,103.775765832436
2010,"other",1645,103.775765832436
2010,"other",1754,103.775765832436
2010,"other",1767,103.775765832436
2010,"other",1708,103.775765832436
2010,"other",1709,103.775765832436
2010,"other",1710,103.775765832436
2010,"other",1711,103.775765832436
2010,"other",1715,103.775765832436
2010,"other",1724,103.775765832436
2010,"other",1746,103.775765832436
2010,"other",1795,103.775765832436
2010,"other",1643,103.775765832436
2010,"other",1644,103.775765832436
2010,"other",1815,103.775765832436
2010,"other",2154,103.775765832436
2010,"other",1689,103.775765832436
2010,"other",1634,103.775765832436
2010,"other",1788,103.775765832436
2010,"other",1632,103.775765832436
2010,"other",1633,103.775765832436
2010,"other",1806,103.775765832436
2010,"other",1807,103.775765832436
2010,"other",1789,103.775765832436
2010,"other",1636,103.775765832436
2010,"other",1604,103.775765832436
2010,"other",1607,103.775765832436
2010,"other",1603,103.775765832436
2010,"other",1635,103.775765832436
2011,"1 block",1425,97.4208441419206
2011,"1 block",1646,97.4208441419206
2011,"1 block",1427,97.4208441419206
2011,"1 block",1433,97.4208441419206
2011,"1 block",1431,97.4208441419206
2011,"1 block",1432,97.4208441419206
2011,"1 block",1423,97.4208441419206
2011,"1 block",1424,97.4208441419206
2011,"1 block",1525,97.4208441419206
2011,"1 block",1428,97.4208441419206
2011,"1 block",1429,97.4208441419206
2011,"1 block",1430,97.4208441419206
2011,"1 block",1529,97.4208441419206
2011,"1 block",1530,97.4208441419206
2011,"1 block",1546,97.4208441419206
2011,"1 block",1547,97.4208441419206
2011,"1 block",1548,97.4208441419206
2011,"1 block",1549,97.4208441419206
2011,"1 block",1550,97.4208441419206
2011,"1 block",1551,97.4208441419206
2011,"1 block",1552,97.4208441419206
2011,"1 block",1553,97.4208441419206
2011,"1 block",1526,97.4208441419206
2011,"1 block",1527,97.4208441419206
2011,"1 block",1528,97.4208441419206
2011,"1 block",1544,97.4208441419206
2011,"1 block",1545,97.4208441419206
2011,"1 block",1445,97.4208441419206
2011,"1 block",1531,97.4208441419206
2011,"1 block",1532,97.4208441419206
2011,"1 block",1533,97.4208441419206
2011,"1 block",1534,97.4208441419206
2011,"1 block",1535,97.4208441419206
2011,"1 block",1536,97.4208441419206
2011,"1 block",1537,97.4208441419206
2011,"1 block",1538,97.4208441419206
2011,"1 block",1539,97.4208441419206
2011,"1 block",1540,97.4208441419206
2011,"1 block",1443,97.4208441419206
2011,"1 block",1444,97.4208441419206
2011,"1 block",1558,97.4208441419206
2011,"1 block",1446,97.4208441419206
2011,"1 block",1447,97.4208441419206
2011,"1 block",1448,97.4208441419206
2011,"1 block",1449,97.4208441419206
2011,"1 block",1450,97.4208441419206
2011,"1 block",1451,97.4208441419206
2011,"1 block",1452,97.4208441419206
2011,"1 block",1453,97.4208441419206
2011,"1 block",1554,97.4208441419206
2011,"1 block",1555,97.4208441419206
2011,"1 block",1556,97.4208441419206
2011,"1 block",1557,97.4208441419206
2011,"1 block",1543,97.4208441419206
2011,"1 block",1542,97.4208441419206
2011,"2-3 blocks left",1624,179.377921571038
2011,"2-3 blocks left",1410,179.377921571038
2011,"2-3 blocks left",1511,179.377921571038
2011,"2-3 blocks left",1403,179.377921571038
2011,"2-3 blocks left",1404,179.377921571038
2011,"2-3 blocks left",1405,179.377921571038
2011,"2-3 blocks left",1409,179.377921571038
2011,"2-3 blocks left",1408,179.377921571038
2011,"2-3 blocks left",1523,179.377921571038
2011,"2-3 blocks left",1524,179.377921571038
2011,"2-3 blocks left",1407,179.377921571038
2011,"2-3 blocks left",1411,179.377921571038
2011,"2-3 blocks left",1412,179.377921571038
2011,"2-3 blocks left",1413,179.377921571038
2011,"2-3 blocks left",1519,179.377921571038
2011,"2-3 blocks left",1515,179.377921571038
2011,"2-3 blocks left",1517,179.377921571038
2011,"2-3 blocks left",1518,179.377921571038
2011,"2-3 blocks left",1510,179.377921571038
2011,"2-3 blocks left",1406,179.377921571038
2011,"2-3 blocks left",1508,179.377921571038
2011,"2-3 blocks left",1509,179.377921571038
2011,"2-3 blocks left",1513,179.377921571038
2011,"2-3 blocks left",1514,179.377921571038
2011,"2-3 blocks left",1520,179.377921571038
2011,"2-3 blocks left",1512,179.377921571038
2011,"2-3 blocks left",1522,179.377921571038
2011,"2-3 blocks left",1516,179.377921571038
2011,"2-3 blocks left",1521,179.377921571038
2011,"2 blocks right",1560,92.6602978546801
2011,"2 blocks right",1562,92.6602978546801
2011,"2 blocks right",1563,92.6602978546801
2011,"2 blocks right",1565,92.6602978546801
2011,"2 blocks right",1566,92.6602978546801
2011,"2 blocks right",1567,92.6602978546801
2011,"2 blocks right",1564,92.6602978546801
2011,"2 blocks right",1569,92.6602978546801
2011,"2 blocks right",1570,92.6602978546801
2011,"2 blocks right",1465,92.6602978546801
2011,"2 blocks right",1568,92.6602978546801
2011,"2 blocks right",1559,92.6602978546801
2011,"2 blocks right",1464,92.6602978546801
2011,"2 blocks right",1469,92.6602978546801
2011,"2 blocks right",1466,92.6602978546801
2011,"2 blocks right",1467,92.6602978546801
2011,"2 blocks right",1468,92.6602978546801
2011,"2 blocks right",1473,92.6602978546801
2011,"2 blocks right",1470,92.6602978546801
2011,"2 blocks right",1471,92.6602978546801
2011,"2 blocks right",1472,92.6602978546801
2011,"3-4 blocks right",1576,74.9301969797574
2011,"3-4 blocks right",1483,74.9301969797574
2011,"3-4 blocks right",1577,74.9301969797574
2011,"3-4 blocks right",1578,74.9301969797574
2011,"3-4 blocks right",1489,74.9301969797574
2011,"3-4 blocks right",1579,74.9301969797574
2011,"3-4 blocks right",1580,74.9301969797574
2011,"3-4 blocks right",1581,74.9301969797574
2011,"3-4 blocks right",1582,74.9301969797574
2011,"3-4 blocks right",1583,74.9301969797574
2011,"3-4 blocks right",1584,74.9301969797574
2011,"3-4 blocks right",1585,74.9301969797574
2011,"3-4 blocks right",1586,74.9301969797574
2011,"3-4 blocks right",1589,74.9301969797574
2011,"3-4 blocks right",1590,74.9301969797574
2011,"3-4 blocks right",1484,74.9301969797574
2011,"3-4 blocks right",1487,74.9301969797574
2011,"4-5 blocks left",1389,139.708121061247
2011,"4-5 blocks left",1393,139.708121061247
2011,"4-5 blocks left",1392,139.708121061247
2011,"4-5 blocks left",1385,139.708121061247
2011,"4-5 blocks left",1383,139.708121061247
2011,"4-5 blocks left",1388,139.708121061247
2011,"4-5 blocks left",1505,139.708121061247
2011,"4-5 blocks left",1506,139.708121061247
2011,"4-5 blocks left",1507,139.708121061247
2011,"4-5 blocks left",1391,139.708121061247
2011,"4-5 blocks left",1494,139.708121061247
2011,"4-5 blocks left",1495,139.708121061247
2011,"4-5 blocks left",1496,139.708121061247
2011,"4-5 blocks left",1497,139.708121061247
2011,"4-5 blocks left",1384,139.708121061247
2011,"4-5 blocks left",1602,139.708121061247
2011,"4-5 blocks left",1386,139.708121061247
2011,"4-5 blocks left",1387,139.708121061247
2011,"4-5 blocks left",1504,139.708121061247
2011,"4-5 blocks left",1491,139.708121061247
2011,"4-5 blocks left",1492,139.708121061247
2011,"4-5 blocks left",1390,139.708121061247
2011,"4-5 blocks left",1493,139.708121061247
2011,"4-5 blocks left",1498,139.708121061247
2011,"4-5 blocks left",1499,139.708121061247
