"BLOCK","LOT","TAX.CLASS","SALE.PRICE","Year"
"1514","1185","2","0",2009
"1514","1186","2","0",2009
"1514","1187","2","2759741",2009
"1514","1187","2","0",2009
"1514","1188","2","0",2009
"1514","1189","2","6557530",2009
"1514","1189","2","0",2009
"1514","1190","2","0",2009
"1514","1191","2","0",2009
"1514","1192","2","3304221",2009
"1514","1192","2","0",2009
"1514","1193","2","2805741",2009
"1514","1193","2","0",2009
"1514","1194","2","0",2009
"1514","1195","2","0",2009
"1514","1196","2","0",2009
"1514","1197","2","12728125",2009
"1514","1197","2","0",2009
"1514","1198","2","0",2009
"1514","1199","2","0",2009
"1514","1200","2","0",2009
"1515","1006","2","650000",2009
"1515","1234","2","2215000",2009
"1515","1248","2","550000",2009
"1515","1262","2","1215000",2009
"1515","1324","2","4875000",2009
"1515","1324","2","0",2009
"1515","1327","2","2600000",2009
"1515","1429","2","0",2009
"1515","1438","2","0",2009
"1515","1583","2","3400000",2009
"1515","1592","2","700000",2009
"1515","1595","2","0",2009
"1515","1598","2","0",2009
"1515","1612","2","0",2009
"1515","1626","2","525000",2009
"1515","1673","2","1725000",2009
"1515","1782","2","0",2009
"1515","1782","2","0",2009
"1515","1782","2","0",2009
"1516","1007","2","640000",2009
"1517","1041","2","550000",2009
"1517","1047","2","1210000",2009
"1517","1048","2","0",2009
"1518","1026","2","0",2009
"1518","1079","2","415000",2009
"1519","1011","2","0",2009
"1519","1012","2","0",2009
"1519","1012","2","0",2009
"1519","1018","2","950000",2009
"1519","1024","2","1795000",2009
"1519","1024","2","800000",2009
"1519","1037","2","0",2009
"1519","1045","2","2550000",2009
"1519","1045","2","0",2009
"1519","1057","2","3300000",2009
"1519","1063","2","3200000",2009
"1519","1064","2","3200000",2009
"1519","1066","2","2800000",2009
"1519","1073","2","2900000",2009
"1519","1080","2","1803560",2009
"1519","1093","2","4000000",2009
"1519","1120","2","0",2009
"1521","1008","2","0",2009
"1521","1015","2","1300000",2009
"1524","1010","2","1370000",2009
"1524","1016","2","1187500",2009
"1524","1019","2","1272812",2009
"1524","1050","2","1675000",2009
"1524","1053","2","0",2009
"1526","1023","2","840000",2009
"1526","1025","2","832500",2009
"1526","1031","2","865000",2009
"1526","1034","2","98017",2009
"1526","1034","2","0",2009
"1526","1034","2","0",2009
"1526","1038","2","0",2009
"1526","1042","2","700000",2009
"1526","1051","2","1300000",2009
"1526","1054","2","2250000",2009
"1526","1064","2","1695000",2009
"1526","1229","2","488000",2009
"1526","1236","2","539672",2009
"1526","1319","2","1100000",2009
"1526","1337","2","500000",2009
"1527","1020","2","950000",2009
"1527","1025","2","399500",2009
"1527","1025","2","0",2009
"1527","1108","2","689241",2009
"1527","1109","2","689241",2009
"1527","1111","2","551000",2009
"1527","1115","2","694200",2009
"1527","1116","2","683475",2009
"1527","1120","2","689241",2009
"1527","1121","2","711756",2009
"1527","1127","2","712000",2009
"1527","1128","2","701000",2009
"1527","1129","2","486815",2009
"1527","1132","2","601939",2009
"1527","1137","2","456300",2009
"1531","1003","2","2753821",2009
"1531","1004","2","1017434",2009
"1531","1005","2","628448",2009
"1531","1007","2","0",2009
"1531","1007","2","1836521",2009
"1531","1011","2","690915",2009
"1531","1012","2","813705",2009
"1531","1013","2","3043387",2009
"1531","1014","2","1058941",2009
"1531","1016","2","2197832",2009
"1531","1017","2","1833619",2009
"1531","1018","2","1355858",2009
"1531","1019","2","1230000",2009
"1531","1019","2","1375105",2009
"1531","1020","2","4548383",2009
"1531","1021","2","655287",2009
"1531","1022","2","818810",2009
"1531","1023","2","4341908",2009
"1531","1024","2","650125",2009
"1531","1026","2","1882369",2009
"1531","1027","2","1366054",2009
"1531","1028","2","1427608",2009
"1531","1029","2","3145730",2009
"1531","1030","2","762566",2009
"1531","1031","2","0",2009
"1531","1031","2","731481",2009
"1531","1032","2","711304",2009
"1531","1033","2","915556",2009
"1531","1034","2","4173910",2009
"1531","1035","2","655229",2009
"1531","1037","2","1938386",2009
"1531","1039","2","1488717",2009
"1531","1040","2","3171200",2009
"1531","1041","2","786019",2009
"1531","1042","2","728384",2009
"1531","1043","2","678568",2009
"1531","1044","2","839200",2009
"1531","1045","2","4637227",2009
"1531","1046","2","655242",2009
"1531","1047","2","1734263",2009
"1531","1048","2","698371",2009
"1531","1049","2","1963854",2009
"1531","1050","2","1381353",2009
"1531","1051","2","1448000",2009
"1531","1052","2","3374863",2009
"1531","1053","2","693925",2009
"1531","1055","2","802972",2009
"1531","1056","2","849396",2009
"1531","1057","2","8582724",2009
"1531","1058","2","1928229",2009
"1531","1059","2","1396640",2009
"1531","1060","2","1458196",2009
"1531","1061","2","5113562",2009
"1531","1062","2","841756",2009
"1531","1064","2","757093",2009
"1531","1065","2","2752572",2009
"1531","1066","2","2077230",2009
"1531","1067","2","1457749",2009
"1531","1068","2","1585489",2009
"1531","1069","2","4033942",2009
"1531","1070","2","706076",2009
"1531","1071","2","859034",2009
"1531","1072","2","868514",2009
"1531","1073","2","3758825",2009
"1531","1074","2","1785577",2009
"1531","1075","2","1816539",2009
"1531","1076","2","1994441",2009
"1531","1077","2","1457761",2009
"1531","1078","2","1282086",2009
"1531","1080","2","2511971",2009
"1531","1081","2","683467",2009
"1531","1083","2","988227",2009
"1531","1084","2","3763928",2009
"1531","1085","2","1785589",2009
"1531","1086","2","1867464",2009
"1531","1087","2","2091188",2009
"1531","1088","2","1310128",2009
"1531","1090","2","3296966",2009
"1531","1092","2","695952",2009
"1531","1094","2","993391",2009
"1531","1096","2","1907793",2009
"1531","1097","2","0",2009
"1531","1097","2","1857295",2009
"1531","1098","2","0",2009
"1531","1098","2","2111566",2009
"1531","1099","2","1447605",2009
"1531","1100","2","1616076",2009
"1531","1103","2","726513",2009
"1531","1104","2","736896",2009
"1531","1105","2","1007302",2009
"1531","1106","2","4318914",2009
"1531","1107","2","1928183",2009
"1531","1108","2","1857321",2009
"1531","1109","2","2203234",2009
"1531","1110","2","1508725",2009
"1531","1113","2","3321553",2009
"1531","1114","2","818182",2009
"1531","1115","2","925285",2009
"1531","1116","2","1054262",2009
"1531","1117","2","3916519",2009
"1531","1118","2","1948561",2009
"1531","1119","2","1999888",2009
"1531","1120","2","2152335",2009
"1531","1121","2","1569833",2009
"1531","1124","2","3397935",2009
"1531","1125","2","805816",2009
"1531","1126","2","960937",2009
"1531","1127","2","1160066",2009
"1531","1129","2","1994396",2009
"1531","1130","2","2198460",2009
"1531","1132","2","1422200",2009
"1531","1135","2","3321071",2009
"1531","1136","2","858937",2009
"1531","1138","2","3014279",2009
"1531","1140","2","5056418",2009
"1531","1141","2","4903967",2009
"1531","1142","2","9161698",2009
"1531","1144","2","4622847",2009
"1531","1145","2","5005805",2009
"1531","1146","2","3218498",2009
"1531","1148","2","2427216",2009
"1531","1150","2","4699164",2009
"1531","1154","2","2468727",2009
"1531","1156","2","4164955",2009
"1531","1162","2","8066002",2009
"1531","1163","2","4465756",2009
"1531","1164","2","13301777",2009
"1532","1025","2","360000",2009
"1532","1033","2","499999",2009
"1532","1053","2","565000",2009
"1534","1027","2","0",2009
"1534","1053","2","0",2009
"1534","1053","2","607500",2009
"1534","1078","2","1200000",2009
"1534","1080","2","0",2009
"1534","1086","2","623500",2009
"1534","1103","2","375000",2009
"1534","1103","2","0",2009
"1534","1124","2","530000",2009
"1534","1152","2","1710000",2009
"1534","1166","2","525000",2009
"1534","1171","2","540000",2009
"1534","1191","2","670000",2009
"1534","1211","2","620000",2009
"1536","1008","2","662500",2009
"1536","1046","2","894000",2009
"1536","1053","2","460000",2009
"1536","1158","2","0",2009
"1536","1293","2","0",2009
"1536","1355","2","450000",2009
"1536","1476","2","875000",2009
"1536","1549","2","1100000",2009
"1536","1582","2","885000",2009
"1537","1766","2","850000",2009
"1537","1785","2","600000",2009
"1537","1826","2","875000",2009
"1537","1848","2","0",2009
"1537","1854","2","1070000",2009
"1537","1887","2","0",2009
"1537","1935","2","380000",2009
"1537","1983","2","565000",2009
"1537","2042","2","645000",2009
"1537","2046","2","999990",2009
"1537","2053","2","45000",2009
"1537","2074","2","0",2009
"1537","2200","2","865000",2009
"1537","2222","2","825000",2009
"1537","2222","2","825000",2009
"1537","2261","2","420000",2009
"1537","2303","2","410000",2009
"1537","2316","2","0",2009
"1537","2403","2","0",2009
"1537","2425","2","795000",2009
"1539","1053","2","610000",2009
"1539","1053","2","610000",2009
"1539","1071","2","0",2009
"1539","1071","2","0",2009
"1539","1071","2","0",2009
"1539","1132","2","0",2009
"1539","1134","2","912500",2009
"1539","1144","2","1285000",2009
"1539","1146","2","0",2009
"1539","1163","2","0",2009
"1539","1164","2","0",2009
"1539","1172","2","0",2009
"1539","1187","2","560000",2009
"1539","1217","2","0",2009
"1539","1230","2","995000",2009
"1539","1233","2","1050000",2009
"1539","1256","2","750000",2009
"1539","1270","2","871472",2009
"1539","1291","2","1600000",2009
"1540","1048","2","0",2009
"1540","1072","2","0",2009
"1540","1079","2","0",2009
"1540","1084","2","901151",2009
"1540","1085","2","692410",2009
"1540","1202","2","1285000",2009
"1540","1205","2","730000",2009
"1540","1209","2","1257500",2009
"1540","1214","2","795000",2009
"1540","1215","2","1500000",2009
"1540","1225","2","1400000",2009
"1540","1226","2","1600000",2009
"1542","1039","2","1075000",2009
"1542","1040","2","0",2009
"1542","1041","2","544000",2009
"1542","1042","2","544000",2009
"1542","1054","2","655000",2009
"1542","1056","2","0",2009
"1542","1077","2","0",2009
"1542","1093","2","0",2009
"1542","1101","2","0",2009
"1542","1121","2","0",2009
"1542","1125","2","575000",2009
"1542","1138","2","1060000",2009
"1542","1139","2","0",2009
"1542","1147","2","330079",2009
"1542","1161","2","615000",2009
"1542","1174","2","837500",2009
"1542","1182","2","0",2009
"1542","1257","2","527000",2009
"1542","1257","2","0",2009
"1542","1262","2","610000",2009
"1542","1268","2","625000",2009
"1542","1333","2","1130000",2009
"1542","1337","2","575000",2009
"1542","1342","2","0",2009
"1542","1367","2","630000",2009
"1542","1471","2","620000",2009
"1542","1517","2","693000",2009
"1542","1540","2","709000",2009
"1543","1019","2","510000",2009
"1543","1075","2","410256",2009
"1543","1104","2","0",2009
"1543","1185","2","0",2009
"1543","1264","2","670000",2009
"1543","1272","2","0",2009
"1543","1325","2","552000",2009
"1544","1007","2","544763",2009
"1544","1020","2","19500",2009
"1544","1021","2","550000",2009
"1544","1040","2","570000",2009
"1544","1042","2","0",2009
"1544","1044","2","540000",2009
"1544","1050","2","950000",2009
"1544","1056","2","0",2009
"1544","1065","2","589000",2009
"1544","1083","2","950000",2009
"1544","1091","2","900000",2009
"1544","1092","2","655000",2009
"1544","1093","2","995000",2009
"1544","1101","2","519500",2009
"1544","1111","2","975000",2009
"1544","1121","2","645000",2009
"1544","1132","2","0",2009
"1544","1136","2","3795000",2009
"1544","1137","2","1600000",2009
"1548","1303","2","1595000",2009
"1548","1313","2","2698362",2009
"1548","1337","2","1450000",2009
"1548","1341","2","1904127",2009
"1548","1343","2","2240150",2009
"1548","1345","2","1924492",2009
"1550","1038","2","650000",2009
"1550","1052","2","430000",2009
"1550","1064","2","850000",2009
"1550","1101","2","988000",2009
"1550","1105","2","945000",2009
"1554","1004","2","0",2009
"1554","1026","2","0",2009
"1554","1058","2","606000",2009
"1554","1069","2","315000",2009
"1554","1099","2","980000",2009
"1554","1117","2","1551000",2009
"1555","1122","2","640000",2009
"1555","1269","2","615000",2009
"1555","1275","2","615000",2009
"1555","1275","2","615000",2009
"1555","1283","2","645000",2009
"1562","1011","2","862500",2009
"1562","1045","2","1350000",2009
"1562","1085","2","2189238",2009
"1562","1086","2","1900000",2009
"1564","1105","2","675000",2009
"1564","1115","2","0",2009
"1564","1129","2","1295000",2009
"1564","1130","2","0",2009
"1564","1143","2","1875000",2009
"1564","1144","2","0",2009
"1564","1163","2","912000",2009
"1565","1022","2","0",2009
"1565","1046","2","425000",2009
"1565","1047","2","545000",2009
"1566","1012","2","2575000",2009
"1566","1027","2","1050000",2009
"1566","1030","2","0",2009
"1566","1044","2","704000",2009
"1566","1062","2","0",2009
"1566","1118","2","0",2009
"1566","1121","2","0",2009
"1566","1125","2","480000",2009
"1566","1135","2","640000",2009
"1566","1139","2","1250000",2009
"1566","1141","2","1350000",2009
"1569","1001","2","779000",2009
"1569","1011","2","0",2009
"1569","1011","2","540000",2009
"1569","1029","2","835000",2009
"1569","1059","2","0",2009
"1569","1308","2","395000",2009
"1569","1310","2","430000",2009
"1569","1312","2","980000",2009
"1569","1317","2","400000",2009
"1569","1318","2","605000",2009
"1569","1343","2","345000",2009
"1569","1356","2","855000",2009
"1569","1365","2","555000",2009
"1569","1379","2","375000",2009
"1569","1386","2","902000",2009
"1569","1388","2","680000",2009
"1569","1391","2","342000",2009
"1569","1392","2","950000",2009
"1569","1399","2","545000",2009
"1569","1406","2","630000",2009
"1569","1407","2","535000",2009
"1569","1408","2","555000",2009
"1569","1412","2","640000",2009
"1569","1413","2","550000",2009
"1569","1415","2","375000",2009
"1569","1417","2","580000",2009
"1569","1418","2","632000",2009
"1569","1419","2","930000",2009
"1569","1426","2","1300000",2009
"1576","1013","2","0",2009
"1576","1023","2","0",2009
"1576","1029","2","764500",2009
"1576","1070","2","0",2009
"1576","1076","2","470000",2009
"1576","1078","2","725000",2009
"1577","1029","2","0",2009
"1577","1029","2","0",2009
"1577","1030","2","0",2009
"1577","1069","2","400000",2009
"1577","1071","2","465000",2009
"1577","1080","2","580000",2009
"1577","1096","2","0",2009
"1577","1096","2","0",2009
"1577","1132","2","325000",2009
"1577","1163","2","0",2009
"1577","1315","2","1050000",2009
"1578","1004","2","572500",2009
"1578","1005","2","535000",2009
"1578","1024","2","692500",2009
"1578","1028","2","1850000",2009
"1578","1029","2","650000",2009
"1578","1030","2","0",2009
"1578","1041","2","369358",2009
"1578","1041","2","0",2009
"1578","1042","2","0",2009
"1578","1042","2","0",2009
"1578","1052","2","0",2009
"1580","1014","2","1950000",2009
"1584","1003","2","515125",2009
"1584","1005","2","618150",2009
"1584","1008","2","407300",2009
"1584","1009","2","661862",2009
"1584","1013","2","1300000",2009
"1584","1014","2","1522283",2009
"1584","1024","2","1107518",2009
"1584","1032","2","1880000",2009
"1584","1035","2","6516800",2009
"1584","1036","2","3275000",2009
"1584","1040","2","1540223",2009
"1584","1046","2","3400000",2009
"1584","1058","2","6211325",2009
"1584","1068","2","4276650",2009
"1584","1071","2","5000000",2009
"1584","1076","2","5524006",2009
"1584","1077","2","3767525",2009
"1584","1079","2","4022087",2009
"1584","1080","2","8604212",2009
"1584","1081","2","0",2009
"1584","1081","2","6250000",2009
"1584","1083","2","7433225",2009
"1584","1084","2","4505756",2009
"1584","1086","2","8604212",2009
"1584","1087","2","5000000",2009
"1584","1088","2","7636875",2009
"1584","1090","2","6642248",2009
"1584","1091","2","7150000",2009
"1584","1092","2","17000600",2009
"1584","1093","2","7386487",2009
"1584","1094","2","8035950",2009
"1584","1096","2","11811700",2009
"1584","1097","2","12198635",2009
"1504","16","2","0",2009
"1543","1","2","0",2009
"1549","31","2","2000000",2009
"1559","50","2","4390000",2009
"1567","46","2","0",2009
"1567","47","2","0",2009
"1512","1003","2","4500000",2009
"1513","1601","2","3309312",2009
"1513","1602","2","0",2009
"1513","1602","2","2876556",2009
"1513","1605","2","6650000",2009
"1584","1106","2","957155",2009
"1495","1002","2","0",2009
"1501","1005","2","0",2009
"1501","1005","2","2139335",2009
"1501","1005","2","2995000",2009
"1501","1005","2","4800000",2009
"1501","1005","2","1275000",2009
"1501","1005","2","3050000",2009
"1501","1005","2","1767000",2009
"1501","1005","2","1900000",2009
"1501","1005","2","2280000",2009
"1501","1005","2","3200000",2009
"1501","1005","2","2265000",2009
"1511","1002","2","1525000",2009
"1511","1002","2","937500",2009
"1516","1102","2","1200000",2009
"1516","1102","2","1750000",2009
"1516","1102","2","1330000",2009
"1516","1102","2","825000",2009
"1548","1002","2","445000",2009
"1548","1002","2","520000",2009
"1548","1002","2","487000",2009
"1510","38","4","0",2009
"1543","104","4","0",2009
"1497","1001","4","967500",2009
"1497","1020","4","0",2009
"1497","1033","4","0",2009
"1497","1041","4","38000",2009
"1512","1102","4","491455",2009
"1512","1103","4","717090",2009
"1514","1101","4","0",2009
"1515","1116","4","0",2009
"1515","1166","4","0",2009
"1515","1166","4","0",2009
"1515","1179","4","0",2009
"1515","1228","4","0",2009
"1515","1228","4","0",2009
"1519","1097","4","28000",2009
"1519","1098","4","0",2009
"1519","1131","4","22500",2009
"1519","1132","4","15000",2009
"1531","1001","4","0",2009
"1531","1002","4","0",2009
"1540","1003","4","0",2009
"1540","1005","4","0",2009
"1540","1020","4","0",2009
"1540","1027","4","0",2009
"1540","1230","4","0",2009
"1540","1241","4","0",2009
"1540","1248","4","0",2009
"1540","1250","4","0",2009
"1540","1251","4","0",2009
"1540","1252","4","0",2009
"1569","1302","4","3350000",2009
"1557","52","4","0",2009
"1508","12","4","48000000",2009
"1614","14","2","0",2009
"1614","57","2","0",2009
"1614","62","2","0",2009
"1614","63","2","0",2009
"1607","69","2","42000000",2009
"1615","1","2","9801836",2009
"1602","1","2","3495000",2009
"1602","1","2","3625000",2009
"1602","9","2","885000",2009
"1602","20","2","875000",2009
"1602","20","2","527320",2009
"1602","20","2","570000",2009
"1602","20","2","1250000",2009
"1602","20","2","595000",2009
"1602","20","2","1736875",2009
"1602","60","2","515000",2009
"1602","60","2","750000",2009
"1602","60","2","550000",2009
"1602","60","2","1600000",2009
"1602","69","2","0",2009
"1603","9","2","754500",2009
"1603","9","2","735000",2009
"1603","14","2","1100000",2009
"1603","14","2","1315000",2009
"1603","60","2","397962",2009
"1603","60","2","0",2009
"1603","60","2","1125000",2009
"1604","1","2","5100000",2009
"1604","1","2","0",2009
"1604","1","2","1825000",2009
"1608","1","2","11472",2009
"1614","1","2","350000",2009
"1614","1","2","455000",2009
"1614","1","2","0",2009
"1614","1","2","0",2009
"1602","1012","2","980000",2009
"1602","1056","2","1550000",2009
"1602","1105","2","4375000",2009
"1607","1002","2","1451006",2009
"1607","1051","2","15000000",2009
"1613","1061","2","1425888",2009
"1607","5","4","10",2009
"1754","116","1","847644",2010
"1752","7","1","1175000",2010
"1751","46","2","103329",2010
"1751","56","2","0",2010
"1753","62","2","0",2010
"1753","72","2","2075000",2010
"1754","30","2","540000",2010
"1754","112","2","0",2010
"1751","44","2","76500",2010
"1724","33","2","300000",2010
"1749","21","2","188000",2010
"1746","1005","2","700000",2010
"1746","1007","2","899400",2010
"1746","1022","2","661760",2010
"1746","1055","2","1126184",2010
"1746","1092","2","1030000",2010
"1746","1096","2","850000",2010
"1746","1098","2","657200",2010
"1746","1101","2","1120075",2010
"1746","1109","2","844800",2010
"1746","1110","2","967337",2010
"1746","1111","2","997885",2010
"1746","1119","2","1099710",2010
"1746","1132","2","465000",2010
"1746","1138","2","719600",2010
"1746","1151","2","1094618",2010
"1753","1201","2","0",2010
"1753","1202","2","0",2010
"1753","1203","2","0",2010
"1753","1204","2","0",2010
"1753","1205","2","0",2010
"1753","1206","2","0",2010
"1753","1207","2","0",2010
"1753","1208","2","0",2010
"1753","1209","2","0",2010
"1753","1210","2","0",2010
"1753","1211","2","0",2010
"1753","1212","2","0",2010
"1753","1213","2","0",2010
"1753","1301","2","390390",2010
"1753","1302","2","392418",2010
"1753","1304","2","405600",2010
"1753","1307","2","425000",2010
"1753","1309","2","475000",2010
"1753","1311","2","460000",2010
"1753","1313","2","490000",2010
"1753","34","4","0",2010
"1750","21","4","1500000",2010
"1750","21","4","4750000",2010
"1771","128","4","1200",2010
"1772","38","4","0",2010
"1772","39","4","0",2010
"1767","27","4","695000",2010
"1746","1002","4","0",2010
"1746","1002","4","2315000",2010
"1746","1002","4","0",2010
"1746","1002","4","0",2010
"1753","1214","4","0",2010
"1753","1215","4","0",2010
"1772","31","4","0",2010
"1753","108","4","0",2010
"1772","66","4","1500000",2010
"1772","67","4","0",2010
"1772","68","4","0",2010
"1724","36","4","480000",2010
"1751","38","4","0",2010
"1751","137","4","0",2010
"1643","50","1","0",2010
"1807","13","1","950000",2010
"1807","43","1","0",2010
"1815","12","1","0",2010
"1815","12","1","0",2010
"1660","111","1","0",2010
"1660","114","1","1340000",2010
"1661","41","1","0",2010
"1616","141","2","290000",2010
"1621","63","2","2185000",2010
"1621","63","2","0",2010
"1629","13","2","2097402",2010
"1629","13","2","0",2010
"1632","22","2","4400000",2010
"1632","23","2","0",2010
"1632","27","2","0",2010
"1634","46","2","1339325",2010
"1635","28","2","1028300",2010
"1644","147","2","0",2010
"1645","27","2","0",2010
"1645","126","2","0",2010
"1646","22","2","0",2010
"1646","30","2","1495000",2010
"1666","17","2","0",2010
"1680","43","2","1300000",2010
"1687","34","2","750000",2010
"1687","133","2","10",2010
"1689","4","2","7300863",2010
"1711","10","2","610000",2010
"1786","46","2","0",2010
"1788","22","2","0",2010
"1788","44","2","1650000",2010
"1806","145","2","0",2010
"1627","43","2","0",2010
"1627","43","2","0",2010
"1631","60","2","18500000",2010
"1631","62","2","0",2010
"1631","63","2","0",2010
"1631","65","2","0",2010
"1631","66","2","0",2010
"1639","28","2","0",2010
"1683","10","2","0",2010
"1789","46","2","1",2010
"1789","46","2","350000",2010
"1789","46","2","1",2010
"1789","46","2","1",2010
"1646","31","2","1200000",2010
"1646","31","2","1200000",2010
"1673","1002","2","4882629",2010
"1638","1009","2","380250",2010
"1638","1026","2","380250",2010
"1638","1034","2","534581",2010
"1638","1053","2","415740",2010
"1638","1066","2","605858",2010
"1638","1070","2","687318",2010
"1661","1001","2","0",2010
"1661","1016","2","0",2010
"1661","1017","2","525000",2010
"1676","1428","2","519307",2010
"1676","1442","2","315354",2010
"1677","1211","2","370000",2010
"1681","1007","2","290000",2010
"1681","1019","2","0",2010
"1681","1025","2","516959",2010
"1681","1103","2","430950",2010
"1681","1104","2","360000",2010
"1681","1108","2","409000",2010
"1681","1111","2","528471",2010
"1681","1116","2","524000",2010
"1681","1117","2","544763",2010
"1681","1118","2","420000",2010
"1681","1119","2","390000",2010
"1681","1120","2","425000",2010
"1681","1121","2","473800",2010
"1681","1122","2","550000",2010
"1681","1123","2","420000",2010
"1681","1124","2","398000",2010
"1681","1125","2","430000",2010
"1681","1126","2","523000",2010
"1681","1131","2","490000",2010
"1681","1132","2","436000",2010
"1683","1019","2","567700",2010
"1683","1101","2","297065",2010
"1683","1102","2","580000",2010
"1683","1107","2","380000",2010
"1683","1110","2","395000",2010
"1683","1113","2","405000",2010
"1683","1119","2","435000",2010
"1710","1101","2","534581",2010
"1710","1111","2","539672",2010
"1710","1114","2","661862",2010
"1710","1115","2","626223",2010
"1783","1005","2","302119",2010
"1783","1007","2","415740",2010
"1783","1014","2","326172",2010
"1783","1015","2","491481",2010
"1783","1018","2","338839",2010
"1783","1020","2","316368",2010
"1783","1021","2","317356",2010
"1783","1023","2","335838",2010
"1783","1024","2","341768",2010
"1783","1026","2","316368",2010
"1783","1028","2","568413",2010
"1783","1029","2","301208",2010
"1783","1030","2","308129",2010
"1795","1101","2","525000",2010
"1795","1105","2","425000",2010
"1807","1001","2","1200000",2010
"1807","1002","2","0",2010
"1807","1003","2","0",2010
"1807","1004","2","0",2010
"1807","1005","2","0",2010
"1807","1006","2","0",2010
"1807","1007","2","0",2010
"1807","1008","2","0",2010
"1807","1009","2","0",2010
"1807","1010","2","0",2010
"1807","1011","2","0",2010
"1807","1012","2","0",2010
"1627","34","2","1390000",2010
"1627","34","2","0",2010
"1634","51","2","1035000",2010
"1636","150","2","320000",2010
"1665","145","2","400000",2010
"1666","104","2","1500000",2010
"1687","30","2","1500000",2010
"1628","1106","2","0",2010
"1677","1009","2","190000",2010
"1711","1205","2","496860",2010
"1623","1002","2","450000",2010
"1646","1103","2","655000",2010
"1631","12","4","0",2010
"1639","137","4","190000",2010
"1665","147","4","0",2010
"1688","21","4","0",2010
"1660","20","4","0",2010
"1666","127","4","800000",2010
"1715","49","4","900000",2010
"1638","1001","4","4900000",2010
"1638","1002","4","0",2010
"1673","1001","4","0",2010
"1680","1004","4","1000",2010
"1680","1005","4","881694",2010
"1783","1001","4","190386",2010
"1783","1002","4","92184",2010
"1627","49","4","0",2010
"1627","51","4","0",2010
"1627","52","4","0",2010
"1627","53","4","0",2010
"1633","31","4","175000",2010
"1667","11","4","0",2010
"1667","22","4","0",2010
"1689","51","4","0",2010
"1616","31","4","0",2010
"1616","31","4","1000000",2010
"1616","42","4","1086016",2010
"1616","42","4","0",2010
"1616","49","4","0",2010
"1616","49","4","0",2010
"1616","51","4","2496505",2010
"1616","146","4","0",2010
"1616","146","4","0",2010
"1637","23","4","0",2010
"1666","105","4","500000",2010
"1677","3","4","1150000",2010
"1708","25","4","185000",2010
"1709","5","4","0",2010
"1711","111","4","235000",2010
"1806","21","4","350000",2010
"1806","21","4","0",2010
"1627","48","4","0",2010
"1639","62","4","0",2010
"1666","18","4","900000",2010
"1376","65","1","0",2010
"1382","11","1","20000000",2010
"1386","12","1","0",2010
"1386","13","1","16750000",2010
"1387","44","1","8900000",2010
"1390","32","1","0",2010
"1392","11","1","8000000",2010
"1392","37","1","10091250",2010
"1393","128","1","8500000",2010
"1396","6","1","8891000",2010
"1396","60","1","14000000",2010
"1399","27","1","0",2010
"1399","30","1","5370000",2010
"1400","29","1","0",2010
"1400","29","1","6451000",2010
"1404","162","1","12850000",2010
"1404","162","1","0",2010
"1405","42","1","0",2010
"1405","58","1","7250000",2010
"1405","62","1","0",2010
"1407","43","1","13000000",2010
"1407","46","1","15000000",2010
"1412","67","1","0",2010
"1412","67","1","1715000",2010
"1415","43","1","6500000",2010
"1416","29","1","0",2010
"1416","30","1","3850000",2010
"1416","37","1","5100000",2010
"1416","110","1","5500000",2010
"1426","17","1","4900000",2010
"1426","117","1","6354400",2010
"1443","132","1","3050000",2010
"1377","63","1","19660000",2010
"1388","47","1","13650000",2010
"1389","110","1","12500000",2010
"1396","10","1","12100000",2010
"1397","7","1","300000",2010
"1399","161","1","8500000",2010
"1404","106","1","13150000",2010
"1406","113","1","6100000",2010
"1426","20","1","6000000",2010
"1426","43","1","5800000",2010
"1406","31","1","0",2010
"1384","46","2","0",2010
"1388","31","2","0",2010
"1388","150","2","9150000",2010
"1389","22","2","0",2010
"1390","11","2","0",2010
"1396","12","2","7790000",2010
"1412","62","2","17250000",2010
"1412","164","2","7300000",2010
"1416","1","2","0",2010
"1429","35","2","0",2010
"1444","130","2","0",2010
"1451","36","2","344000",2010
"1451","47","2","0",2010
"1467","36","2","1",2010
"1468","33","2","2300000",2010
"1469","42","2","3650000",2010
"1470","3","2","4200000",2010
"1472","6","2","3750000",2010
"1472","33","2","0",2010
"1473","11","2","2310000",2010
"1380","43","2","5850000",2010
"1380","43","2","3350000",2010
"1424","1","2","150000000",2010
"1424","4","2","0",2010
"1427","28","2","0",2010
"1431","29","2","13250000",2010
"1431","30","2","0",2010
"1447","27","2","0",2010
"1447","27","2","0",2010
"1447","27","2","0",2010
"1450","12","2","0",2010
"1468","36","2","3650000",2010
"1382","27","2","638000",2010
"1382","27","2","0",2010
"1390","33","2","375000",2010
"1448","13","2","235000",2010
"1451","38","2","280000",2010
"1451","38","2","275000",2010
"1460","32","2","10",2010
"1467","42","2","300000",2010
"1471","36","2","255000",2010
"1484","19","2","284500",2010
"1484","23","2","940000",2010
"1489","8","2","340000",2010
"1489","8","2","226000",2010
"1489","8","2","299000",2010
"1489","37","2","0",2010
"1489","37","2","702000",2010
"1376","51","2","900000",2010
"1376","51","2","1298750",2010
"1376","51","2","1225000",2010
"1377","3","2","3000000",2010
"1377","3","2","6000000",2010
"1377","29","2","5100000",2010
"1377","40","2","0",2010
"1377","40","2","475000",2010
"1378","33","2","5000000",2010
"1378","33","2","910000",2010
"1378","48","2","6300000",2010
