"BLOCK","LOT","TAX.CLASS","SALE.PRICE","Year"
"1378","70","2","0",2010
"1378","70","2","0",2010
"1379","1","2","12500000",2010
"1379","1","2","15000000",2010
"1379","51","2","1850000",2010
"1379","51","2","1750000",2010
"1380","39","2","5500000",2010
"1380","39","2","40815",2010
"1380","39","2","2750000",2010
"1381","1","2","1400000",2010
"1381","1","2","2600000",2010
"1381","1","2","1150000",2010
"1381","25","2","3025000",2010
"1381","38","2","2271000",2010
"1382","69","2","1520000",2010
"1382","69","2","3200000",2010
"1382","69","2","1100000",2010
"1382","69","2","1775000",2010
"1382","69","2","4050000",2010
"1382","69","2","1130000",2010
"1383","69","2","2000000",2010
"1383","69","2","2825000",2010
"1384","1","2","1375000",2010
"1384","1","2","2150000",2010
"1384","1","2","1600000",2010
"1384","1","2","3550000",2010
"1384","63","2","1700000",2010
"1385","32","2","21995500",2010
"1385","32","2","0",2010
"1385","37","2","0",2010
"1386","1","2","2200000",2010
"1386","1","2","0",2010
"1386","6","2","1010000",2010
"1386","6","2","1900000",2010
"1386","69","2","2612500",2010
"1386","69","2","240500",2010
"1387","1","2","2600000",2010
"1387","21","2","0",2010
"1387","21","2","9425000",2010
"1387","27","2","1395000",2010
"1387","27","2","3650000",2010
"1387","31","2","1625000",2010
"1387","36","2","10000000",2010
"1387","37","2","5000000",2010
"1388","37","2","5610000",2010
"1388","56","2","999000",2010
"1388","56","2","835000",2010
"1388","56","2","950000",2010
"1388","56","2","950000",2010
"1388","56","2","660000",2010
"1389","1","2","1735000",2010
"1389","1","2","7500000",2010
"1389","1","2","950000",2010
"1389","1","2","0",2010
"1389","56","2","2350000",2010
"1390","8","2","1900000",2010
"1390","23","2","0",2010
"1390","37","2","4200000",2010
"1391","29","2","850000",2010
"1391","31","2","1340000",2010
"1391","34","2","4250000",2010
"1391","34","2","3150000",2010
"1391","40","2","4300000",2010
"1391","71","2","7500000",2010
"1391","71","2","12500000",2010
"1392","1","2","1640000",2010
"1392","28","2","1230000",2010
"1392","28","2","625000",2010
"1392","30","2","1150000",2010
"1392","70","2","3000000",2010
"1393","33","2","7105000",2010
"1393","43","2","7025000",2010
"1393","45","2","361000",2010
"1393","45","2","639000",2010
"1393","45","2","940000",2010
"1393","52","2","1825000",2010
"1393","52","2","2995000",2010
"1393","52","2","970000",2010
"1393","52","2","1700000",2010
"1395","50","2","340000",2010
"1396","33","2","950000",2010
"1396","33","2","1200000",2010
"1397","4","2","1655000",2010
"1397","4","2","3100000",2010
"1397","33","2","0",2010
"1397","33","2","600000",2010
"1397","33","2","0",2010
"1397","33","2","0",2010
"1397","66","2","2300000",2010
"1397","66","2","1850000",2010
"1397","69","2","0",2010
"1397","69","2","1319500",2010
"1397","69","2","610000",2010
"1398","10","2","950000",2010
"1399","13","2","8000000",2010
"1399","33","2","770000",2010
"1399","33","2","0",2010
"1399","33","2","455000",2010
"1399","74","2","1241145",2010
"1399","74","2","875000",2010
"1400","1","2","812500",2010
"1400","1","2","1600000",2010
"1400","62","2","600000",2010
"1401","20","2","3000000",2010
"1401","32","2","2175000",2010
"1401","54","2","657900",2010
"1402","1","2","5950000",2010
"1403","33","2","1212132",2010
"1403","33","2","1035000",2010
"1403","33","2","885000",2010
"1403","33","2","0",2010
"1403","33","2","1850000",2010
"1403","33","2","3300000",2010
"1403","33","2","1725000",2010
"1403","33","2","1144250",2010
"1403","33","2","0",2010
"1404","33","2","1995000",2010
"1405","33","2","1275000",2010
"1405","51","2","1910000",2010
"1406","17","2","1950000",2010
"1406","41","2","0",2010
"1406","41","2","0",2010
"1406","41","2","0",2010
"1406","41","2","1750000",2010
"1406","61","2","2750000",2010
"1406","65","2","962500",2010
"1407","1","2","12000000",2010
"1407","1","2","6100000",2010
"1407","20","2","4321000",2010
"1407","26","2","0",2010
"1407","33","2","1160000",2010
"1407","33","2","1500000",2010
"1407","33","2","500000",2010
"1407","33","2","1175000",2010
"1407","33","2","1505000",2010
"1408","1","2","2100000",2010
"1408","1","2","935000",2010
"1408","22","2","785000",2010
"1408","40","2","460000",2010
"1408","40","2","815000",2010
"1408","41","2","1385000",2010
"1409","1","2","1700000",2010
"1409","1","2","1950000",2010
"1409","1","2","1575000",2010
"1409","1","2","2900000",2010
"1409","40","2","2400000",2010
"1409","40","2","1075000",2010
"1409","40","2","730000",2010
"1409","40","2","984771",2010
"1410","14","2","565000",2010
"1410","14","2","0",2010
"1410","14","2","720000",2010
"1410","69","2","1662500",2010
"1411","23","2","617500",2010
"1411","23","2","425000",2010
"1411","23","2","750000",2010
"1411","40","2","2200000",2010
"1411","40","2","655000",2010
"1411","53","2","670000",2010
"1411","53","2","1372500",2010
"1412","1","2","1850000",2010
"1413","40","2","4200000",2010
"1413","40","2","2560000",2010
"1413","45","2","1310000",2010
"1413","64","2","650000",2010
"1413","64","2","560000",2010
"1417","42","2","350000",2010
"1417","42","2","0",2010
"1417","42","2","0",2010
"1418","1","2","1510000",2010
"1418","1","2","250000",2010
"1421","1","2","562500",2010
"1421","1","2","330000",2010
"1421","1","2","980000",2010
"1421","1","2","578000",2010
"1421","1","2","1195000",2010
"1421","1","2","525000",2010
"1421","1","2","985050",2010
"1421","1","2","345000",2010
"1421","1","2","505000",2010
"1421","37","2","0",2010
"1424","6","2","510000",2010
"1424","6","2","125000",2010
"1424","6","2","895000",2010
"1427","1","2","0",2010
"1427","1","2","0",2010
"1427","1","2","1245000",2010
"1427","1","2","541283",2010
"1427","1","2","575000",2010
"1427","1","2","1925000",2010
"1427","18","2","999950",2010
"1427","18","2","650000",2010
"1427","30","2","740000",2010
"1427","30","2","510000",2010
"1427","30","2","412500",2010
"1427","34","2","430000",2010
"1427","34","2","665000",2010
"1427","34","2","667500",2010
"1427","34","2","1325000",2010
"1427","38","2","305000",2010
"1427","38","2","1350000",2010
"1428","13","2","360000",2010
"1428","13","2","280000",2010
"1428","17","2","1250000",2010
"1428","17","2","299130",2010
"1428","17","2","735000",2010
"1428","17","2","740000",2010
"1428","45","2","0",2010
"1428","45","2","400000",2010
"1428","45","2","600000",2010
"1428","45","2","1300000",2010
"1428","45","2","685000",2010
"1428","45","2","998000",2010
"1428","45","2","1151000",2010
"1429","5","2","400000",2010
"1429","5","2","700000",2010
"1429","13","2","695000",2010
"1431","21","2","525000",2010
"1432","5","2","450000",2010
"1432","5","2","15544",2010
"1432","5","2","0",2010
"1432","17","2","620000",2010
"1432","45","2","380000",2010
"1432","45","2","1175000",2010
"1433","7","2","1625000",2010
"1433","31","2","1075000",2010
"1433","31","2","525000",2010
"1433","31","2","970000",2010
"1433","34","2","350000",2010
"1436","19","2","189000",2010
"1437","1","2","365000",2010
"1437","1","2","1450000",2010
"1438","1","2","45000000",2010
"1438","1","2","190000",2010
"1438","1","2","142000",2010
"1438","1","2","160000",2010
"1438","1","2","176000",2010
"1439","1","2","547500",2010
"1439","1","2","455000",2010
"1439","1","2","1040000",2010
"1439","1","2","556500",2010
"1439","1","2","482000",2010
"1439","1","2","544500",2010
"1440","5","2","647180",2010
"1440","5","2","905000",2010
"1440","5","2","586565",2010
"1440","5","2","950000",2010
"1440","5","2","687500",2010
"1441","17","2","467000",2010
"1441","17","2","499999",2010
"1443","1","2","1085000",2010
"1443","1","2","1280000",2010
"1443","11","2","580000",2010
"1444","8","2","325000",2010
"1444","8","2","1445000",2010
"1444","15","2","625000",2010
"1444","15","2","3495000",2010
"1444","15","2","725000",2010
"1444","23","2","0",2010
"1444","31","2","265000",2010
"1444","31","2","422500",2010
"1444","43","2","310000",2010
"1444","43","2","945000",2010
"1444","43","2","280000",2010
"1445","7","2","271000",2010
"1445","7","2","0",2010
"1446","8","2","480000",2010
"1446","23","2","759000",2010
"1446","23","2","440000",2010
"1446","23","2","1400000",2010
"1446","23","2","1050000",2010
"1446","23","2","455000",2010
"1446","23","2","621988",2010
"1446","23","2","800000",2010
"1446","23","2","1285000",2010
"1447","9","2","418000",2010
"1447","9","2","550000",2010
"1447","9","2","525000",2010
"1447","19","2","440000",2010
"1447","47","2","430000",2010
"1450","1","2","521000",2010
"1450","1","2","1425000",2010
"1450","1","2","350000",2010
"1450","1","2","525000",2010
"1450","8","2","265000",2010
"1450","23","2","565000",2010
"1451","23","2","1250000",2010
"1451","23","2","340000",2010
"1451","31","2","545000",2010
"1452","6","2","497500",2010
"1452","10","2","517500",2010
"1452","10","2","865000",2010
"1452","19","2","439000",2010
"1453","1","2","3700000",2010
"1453","37","2","620000",2010
"1453","43","2","1150000",2010
"1453","43","2","690000",2010
"1453","43","2","580000",2010
"1453","43","2","425000",2010
"1456","26","2","1100000",2010
"1456","26","2","490000",2010
"1456","26","2","540000",2010
"1456","26","2","492500",2010
"1456","26","2","545000",2010
"1458","5","2","490000",2010
"1460","1","2","819000",2010
"1460","1","2","365000",2010
"1460","1","2","890000",2010
"1460","1","2","370000",2010
"1460","17","2","368193",2010
"1466","37","2","900000",2010
"1466","37","2","840000",2010
"1467","1","2","340000",2010
"1469","28","2","570586",2010
"1469","28","2","940000",2010
"1469","28","2","499000",2010
"1469","28","2","270000",2010
"1469","28","2","282000",2010
"1469","28","2","568000",2010
"1471","32","2","0",2010
"1471","45","2","521853",2010
"1471","45","2","600000",2010
"1471","45","2","410000",2010
"1471","45","2","544763",2010
"1471","45","2","285000",2010
"1472","14","2","265000",2010
"1472","14","2","300000",2010
"1472","14","2","320000",2010
"1473","16","2","232000",2010
"1473","16","2","50000",2010
"1473","16","2","50000",2010
"1473","18","2","320000",2010
"1473","18","2","515000",2010
"1483","28","2","875000",2010
"1483","28","2","1148500",2010
"1483","28","2","1230000",2010
"1483","28","2","1100000",2010
"1483","28","2","1150000",2010
"1483","38","2","375000",2010
"1483","38","2","750000",2010
"1483","38","2","380000",2010
"1487","39","2","407500",2010
"1487","39","2","730500",2010
"1487","39","2","408000",2010
"1487","39","2","650000",2010
"1424","1204","2","615000",2010
"1375","1033","2","0",2010
"1375","1047","2","1750000",2010
"1377","1008","2","17155125",2010
"1377","1031","2","282000",2010
"1377","1044","2","0",2010
"1377","1080","2","2000000",2010
"1379","1156","2","4100000",2010
"1379","1159","2","3875000",2010
"1379","1159","2","0",2010
"1379","1162","2","4150000",2010
"1380","1004","2","4327562",2010
"1380","1007","2","6109500",2010
"1380","1009","2","6109500",2010
"1380","1010","2","6550000",2010
"1380","1022","2","0",2010
"1380","1030","2","14459150",2010
"1381","1204","2","2500000",2010
"1381","1225","2","1950000",2010
"1381","1238","2","2350000",2010
"1384","1013","2","12000000",2010
"1384","1124","2","4207500",2010
"1384","1139","2","5098000",2010
"1384","1145","2","0",2010
"1384","1150","2","0",2010
"1384","1161","2","0",2010
"1384","1163","2","0",2010
"1386","1005","2","2595000",2010
"1386","1011","2","1450000",2010
"1386","1014","2","1900000",2010
"1386","1015","2","4350000",2010
"1386","1029","2","1950000",2010
"1386","1038","2","2300000",2010
"1386","1043","2","4800000",2010
"1386","1105","2","0",2010
"1386","1109","2","0",2010
"1386","1112","2","4400000",2010
"1386","1117","2","0",2010
"1386","1118","2","3250000",2010
"1388","1020","2","3200000",2010
"1388","1038","2","3562000",2010
"1388","1082","2","0",2010
"1390","1023","2","1400000",2010
"1390","1110","2","0",2010
"1390","1111","2","0",2010
"1391","1003","2","3300000",2010
"1391","1004","2","0",2010
"1392","1157","2","1650000",2010
"1392","1202","2","2400000",2010
"1392","1209","2","0",2010
"1392","1211","2","0",2010
"1393","1003","2","0",2010
"1393","1004","2","0",2010
"1395","1124","2","1720000",2010
"1395","1207","2","2600000",2010
"1395","1218","2","7750000",2010
"1395","1227","2","2400000",2010
"1395","1227","2","0",2010
"1397","1205","2","405000",2010
"1397","1211","2","425000",2010
"1397","1219","2","815000",2010
"1397","1226","2","0",2010
"1397","1232","2","0",2010
"1397","1267","2","1475000",2010
"1397","1276","2","1578814",2010
"1397","1282","2","441350",2010
"1397","1302","2","0",2010
"1397","1313","2","495000",2010
"1397","1319","2","0",2010
"1397","1334","2","699000",2010
"1397","1339","2","1050000",2010
"1397","1343","2","0",2010
"1397","1351","2","1275229",2010
"1397","1352","2","0",2010
"1397","1504","2","649134",2010
"1397","1505","2","354900",2010
"1397","1513","2","304200",2010
"1397","1515","2","0",2010
"1397","1515","2","2975000",2010
"1397","1526","2","2068250",2010
"1397","1578","2","5400000",2010
"1397","1579","2","2550000",2010
"1398","1021","2","975000",2010
"1398","1025","2","0",2010
"1398","1044","2","1070000",2010
"1398","1064","2","1810000",2010
"1398","1075","2","0",2010
"1398","1093","2","0",2010
"1398","1126","2","0",2010
"1398","1157","2","600000",2010
"1398","1165","2","647500",2010
"1398","1171","2","625000",2010
"1398","1200","2","700000",2010
"1398","1204","2","0",2010
"1400","1009","2","4150000",2010
"1400","1016","2","3125000",2010
"1400","1019","2","4200000",2010
"1400","1021","2","3000000",2010
"1400","1021","2","0",2010
"1400","1022","2","3100000",2010
"1400","1025","2","2650000",2010
"1400","1029","2","0",2010
"1400","1029","2","0",2010
"1400","1029","2","0",2010
"1400","1044","2","3784218",2010
"1400","1067","2","2000000",2010
"1400","1068","2","6300000",2010
"1400","1085","2","7000000",2010
"1400","1090","2","6850000",2010
"1400","1091","2","6600000",2010
"1400","1093","2","6500000",2010
"1404","1013","2","1149000",2010
"1404","1020","2","0",2010
"1404","1041","2","1135000",2010
"1404","1042","2","2350000",2010
"1404","1057","2","2300000",2010
"1404","1058","2","1350000",2010
"1404","1067","2","3925000",2010
"1404","1068","2","0",2010
"1404","1239","2","0",2010
"1404","1240","2","0",2010
"1404","1248","2","1120000",2010
"1404","1261","2","2300000",2010
"1404","1285","2","1590000",2010
"1405","1005","2","2500000",2010
"1405","1013","2","0",2010
"1407","1050","2","450000",2010
"1407","1065","2","739000",2010
"1407","1084","2","0",2010
"1407","1136","2","0",2010
"1409","1002","2","0",2010
"1409","1014","2","4495000",2010
"1410","1215","2","1380000",2010
"1410","1274","2","6800000",2010
"1410","1308","2","0",2010
"1411","1022","2","1843608",2010
"1411","1028","2","0",2010
"1411","1107","2","915000",2010
"1411","1131","2","1477500",2010
"1411","1140","2","925000",2010
"1412","1113","2","3700000",2010
"1412","1113","2","0",2010
"1412","1125","2","3495000",2010
"1412","1141","2","2200000",2010
"1412","1158","2","2335192",2010
"1412","1308","2","1196443",2010
"1412","1311","2","855000",2010
"1412","1317","2","1595000",2010
"1412","1330","2","1500000",2010
"1412","1341","2","1675000",2010
"1412","1357","2","1500000",2010
"1413","1021","2","0",2010
"1413","1036","2","875000",2010
"1415","1003","2","850000",2010
"1415","1008","2","830000",2010
"1415","1030","2","860000",2010
"1415","1055","2","815000",2010
"1415","1079","2","1194000",2010
"1415","1093","2","890000",2010
"1415","1123","2","3400000",2010
"1415","1134","2","0",2010
"1415","1144","2","1070000",2010
"1415","1201","2","885000",2010
"1415","1205","2","750000",2010
"1415","1212","2","895000",2010
"1415","1213","2","1800000",2010
"1415","1219","2","712775",2010
"1415","1232","2","3750000",2010
"1419","1027","2","1220881",2010
"1419","1034","2","773870",2010
"1419","1039","2","1550000",2010
"1419","1041","2","799000",2010
"1419","1051","2","1370000",2010
"1419","1065","2","809508",2010
"1419","1076","2","1298268",2010
"1419","1088","2","1272812",2010
"1419","1090","2","824782",2010
"1419","1170","2","1200000",2010
"1419","1188","2","835000",2010
"1419","1352","2","0",2010
"1419","1377","2","0",2010
"1419","1382","2","5750000",2010
"1419","1391","2","2775000",2010
"1419","1506","2","0",2010
"1419","1532","2","880000",2010
"1419","1535","2","0",2010
"1419","1563","2","1500000",2010
"1419","1595","2","850000",2010
"1419","1596","2","0",2010
"1419","1690","2","710000",2010
"1419","1701","2","830000",2010
"1419","1737","2","0",2010
"1419","1738","2","0",2010
"1419","1756","2","0",2010
"1420","1018","2","2545625",2010
"1420","1032","2","4073000",2010
