,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,ADDRESS_clean,FullAddress,LAT_LONG,LAT,LONG,YEAR,MONTH
3228,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1527,1123, ,R4,215 EAST 81ST ST,5G,10028,1,0,1,0,0,0,2,R4,750000,3/21/17,215 EAST 81ST ST,"215 EAST 81ST ST New York, NY 10028","(40.7754688,-73.9554301)",40.7754688,-73.9554301,2017,3
3372,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1087, ,R4,350 EAST 82ND   STREET,7E,10028,1,0,1,0,0,1998,2,R4,750000,5/3/17,350 EAST 82ND   STREET,"350 EAST 82ND   STREET New York, NY 10028","(40.77471053,-73.95247624)",40.77471053,-73.95247624,2017,5
1260,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1444,23, ,D4,"345 EAST 69TH STREET, 12C", ,10021,0,0,0,0,0,1963,2,D4,751400,4/24/17,345 EAST 69TH STREET,"345 EAST 69TH STREET New York, NY 10021","(40.7661653,-73.957714)",40.7661653,-73.957714,2017,4
234,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1103, ,R9,"420 EAST 64TH STREET, W2J", ,10065,0,0,0,0,0,1958,2,R9,752400,1/9/18,420 EAST 64TH STREET,"420 EAST 64TH STREET New York, NY 10065","(40.761988, -73.9584378)",40.761988,-73.9584378,2018,1
935,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1402,33, ,D4,"167 EAST 67TH STREET, 4E", ,10065,0,0,0,0,0,1960,2,D4,755000,3/7/17,167 EAST 67TH STREET,"167 EAST 67TH STREET New York, NY 10065","(40.7668244,-73.9633087)",40.7668244,-73.9633087,2017,3
1361,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1451,23, ,D4,"363 E 76 ST, 8L", ,10075,0,0,0,0,0,1963,2,D4,755000,10/20/17,363 E 76 ST,"363 E 76 ST New York, NY 10075","(40.770606,-73.954364)",40.770606,-73.954364,2017,10
2125,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1449,1302, ,R9,"343 EAST 74TH STREET, 14L", ,10021,0,0,0,0,0,1986,2,R9,755000,9/18/17,343 EAST 74TH STREET,"343 EAST 74TH STREET New York, NY 10021","(40.769506,-73.955786)",40.769506,-73.955786,2017,9
2407,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1499,10, ,D4,"11 EAST 87TH STREET, 2E", ,10128,0,0,0,0,0,1954,2,D4,755000,7/24/17,11 EAST 87TH STREET,"11 EAST 87TH STREET New York, NY 10128","(40.781864,-73.958842)",40.781864,-73.958842,2017,7
2742,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1533,22, ,D4,"245 E87TH STREET, 17G", ,10128,0,0,0,0,0,1966,2,D4,755000,7/21/17,245 E87TH STREET,"245 E87TH STREET New York, NY 10128","(40.778894,-73.951252)",40.778894,-73.951252,2017,7
3562,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1049, ,R4,510 EAST 80TH   STREET,8A,10075,1,0,1,0,0,1986,2,R4,755000,12/20/17,510 EAST 80TH   STREET,"510 EAST 80TH   STREET New York, NY 10075","(40.7716195,-73.94940359)",40.7716195,-73.94940359,2017,12
3711,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1249, ,R4,194 EAST 101 STREET,7B,10029,1,0,1, -  , -  ,2005,2,R4,755000,1/6/17,40.788449,-73.947436,"(40.788449, -73.947436)",40.788449,-73.947436,2017,1
3420,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1315, ,R4,389 EAST 89TH   STREET,4J,10128,1,0,1,0,0,2002,2,R4,756255,8/3/17,389 EAST 89TH   STREET,"389 EAST 89TH   STREET New York, NY 10128","(40.7791072,-73.9483298999999)",40.7791072,-73.9483299,2017,8
2886,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1559,10, ,D4,"425 EAST 79TH STREET, 10G", ,10075,0,0,0,0,0,1955,2,D4,757500,10/2/17,425 EAST 79TH STREET,"425 EAST 79TH STREET New York, NY 10075","(40.771968,-73.951396)",40.771968,-73.951396,2017,10
118,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, A1504", ,10021,0,0,0,0,0,1963,2,D4,758000,2/8/18,360 EAST 72ND STREET,"360 EAST 72ND STREET New York, NY 10021","(40.7677332, -73.9563296)",40.7677332,-73.9563296,2018,2
2068,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1425,1002, ,R9,"233 EAST 70TH STREET, 3T", ,10021,0,0,0,0,0,1957,2,R9,758000,7/25/17,233 EAST 70TH STREET,"233 EAST 70TH STREET New York, NY 10021","(40.7677653,-73.9595518)",40.7677653,-73.9595518,2017,7
2043,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1402,1002, ,R9,"1160 THIRD AVENUE, 15E", ,10065,0,0,0,0,0,1965,2,R9,759000,12/14/17,1160 THIRD AVENUE,"1160 THIRD AVENUE New York, NY 10065","(40.764584,-73.963013)",40.764584,-73.963013,2017,12
2665,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,41, ,D4,"170 EAST 94TH STREET, 2A", ,10128,0,0,0,0,0,1928,2,D4,759000,4/28/17,170 EAST 94TH STREET,"170 EAST 94TH STREET New York, NY 10128","(40.7840222,-73.9510217999999)",40.7840222,-73.9510218,2017,4
3566,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1069, ,R4,510 EAST 80TH   STREET,10G,10075,1,0,1,0,0,1986,2,R4,759000,12/8/17,510 EAST 80TH   STREET,"510 EAST 80TH   STREET New York, NY 10075","(40.7716195,-73.94940359)",40.7716195,-73.94940359,2017,12
549,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1225, ,R4,194 EAST 101 STREET,4B,10029,1,0,1,0,0,2005,2,R4,760000,3/27/17,194 EAST 101 STREET,"194 EAST 101 STREET New York, NY 10029","(40.788449,-73.947436)",40.788449,-73.947436,2017,3
979,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1407,33, ,D4,"165 EAST 72ND STREET, 9M", ,10021,0,0,0,0,0,1960,2,D4,760000,7/26/17,165 EAST 72ND STREET,"165 EAST 72ND STREET New York, NY 10021","(40.7702466,-73.9607566999999)",40.7702466,-73.9607567,2017,7
1011,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1409,40, ,D4,"196 EAST 75TH STREET, 14B", ,10021,0,0,0,0,0,1961,2,D4,760000,5/30/17,196 EAST 75TH STREET,"196 EAST 75TH STREET New York, NY 10021","(40.7717408,-73.9595445)",40.7717408,-73.9595445,2017,5
2924,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,29, ,D4,"444 EAST 86TH STREET, 27E", ,10028,0,0,0,0,0,1973,2,D4,760000,12/19/17,444 EAST 86TH STREET,"444 EAST 86TH STREET New York, NY 10028","(40.7759724999999,-73.9478532)",40.7759725,-73.9478532,2017,12
2945,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1566,17, ,D4,"445 EAST 86TH ST, 13I", ,10028,0,0,0,0,0,1961,2,D4,760000,8/7/17,445 EAST 86TH ST,"445 EAST 86TH ST New York, NY 10028","(40.776327,-73.947649)",40.776327,-73.947649,2017,8
3027,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1586,21, ,D4,"200 EAST END AVENUE, 4E", ,10128,0,0,0,0,0,1952,2,D4,760000,4/28/17,200 EAST END AVENUE,"200 EAST END AVENUE New York, NY 10128","(40.777364,-73.943355)",40.777364,-73.943355,2017,4
3320,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1540,1057, ,R4,206 EAST 95TH   STREET,5B,10128,1,0,1,0,0,0,2,R4,762500,7/14/17,206 EAST 95TH   STREET,"206 EAST 95TH   STREET New York, NY 10128","(40.7840954,-73.94938764)",40.7840954,-73.94938764,2017,7
2914,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,17, ,D4,"435 EAST 85TH STREET, 4MN", ,10028,0,0,0,0,0,1958,2,D4,763787,9/25/17,435 EAST 85TH STREET,"435 EAST 85TH STREET New York, NY 10028","(40.7756936,-73.9481976)",40.7756936,-73.9481976,2017,9
106,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1439,1, ,D4,"301 EAST 64TH STREET, 17A", ,10065,0,0,0,0,0,1963,2,D4,765000,1/25/18,301 EAST 64TH STREET,"301 EAST 64TH STREET New York, NY 10065","(40.7637569, -73.9616521)",40.7637569,-73.9616521,2018,1
236,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1103, ,R9,"420 EAST 64TH STREET, E10G", ,10065,0,0,0,0,0,1958,2,R9,765000,1/26/18,420 EAST 64TH STREET,"420 EAST 64TH STREET New York, NY 10065","(40.761988, -73.9584378)",40.761988,-73.9584378,2018,1
310,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1513,20, ,D4,"145 EAST 84TH STREET, 9E", ,10028,0,0,0,0,0,1963,2,D4,765000,1/29/18,145 EAST 84TH STREET,"145 EAST 84TH STREET New York, NY 10028","(40.7782061, -73.9562191999999)",40.7782061,-73.9562192,2018,1
1086,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1421,1, ,D4,"201 EAST 66TH STREET, 4K", ,10065,0,0,0,0,0,1961,2,D4,765000,3/30/17,201 EAST 66TH STREET,"201 EAST 66TH STREET New York, NY 10065","(40.7658889,-73.9630197)",40.7658889,-73.9630197,2017,3
2082,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1433,1002, ,R9,"205 EAST 78TH STREET, 17R", ,10075,0,0,0,0,0,1931,2,R9,765000,11/29/17,205 EAST 78TH STREET,"205 EAST 78TH STREET New York, NY 10075","(40.7735677,-73.9574003)",40.7735677,-73.9574003,2017,11
2135,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1103, ,R9,"1175 YORK AVENUE, RES", ,10065,0,0,0,0,0,1958,2,R9,765000,3/31/17,1175 YORK AVENUE,"1175 YORK AVENUE New York, NY 10065","(40.7616739,-73.9577815999999)",40.7616739,-73.9577816,2017,3
2396,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1498,27, ,D4,"61 EAST 86TH STREET, 22", ,10028,0,0,0,0,0,1910,2,D4,765000,5/22/17,61 EAST 86TH STREET,"61 EAST 86TH STREET New York, NY 10028","(40.7807591,-73.9579098)",40.7807591,-73.9579098,2017,5
2781,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"340 EAST 80TH STREET, 4J", ,10075,0,0,0,0,0,1961,2,D4,765000,8/24/17,340 EAST 80TH STREET,"340 EAST 80TH STREET New York, NY 10075","(40.7730858,-73.9528703)",40.7730858,-73.9528703,2017,8
2778,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"340 EAST 80TH STREET, 10G", ,10075,0,0,0,0,0,1961,2,D4,766000,7/28/17,340 EAST 80TH STREET,"340 EAST 80TH STREET New York, NY 10075","(40.7730858,-73.9528703)",40.7730858,-73.9528703,2017,7
21,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1681,1111, ,R4,342 EAST 110 STREET,3D,10029,1,0,1,0,0,2007,2,R4,767500,2/1/18,342 EAST 110 STREET,"342 EAST 110 STREET New York, NY 10029","(40.792628, -73.939867)",40.792628,-73.939867,2018,2
1095,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1421,1, ,D4,"201 EAST 66TH STREET, 15D", ,10065,0,0,0,0,0,1961,2,D4,767500,12/20/17,201 EAST 66TH STREET,"201 EAST 66TH STREET New York, NY 10065","(40.7658889,-73.9630197)",40.7658889,-73.9630197,2017,12
2159,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1202, ,R9,"425 EAST 63RD STREET, W2C", ,10065,0,0,0,0,0,0,2,R9,767500,10/30/17,425 EAST 63RD STREET,"425 EAST 63RD STREET New York, NY 10065","(40.7617137,-73.95872266)",40.7617137,-73.95872266,2017,10
2331,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2C,1491,28, ,D4,"63 EAST 79TH STREET, 4N", ,10075,0,0,0,0,0,1920,2,D4,767500,4/11/17,63 EAST 79TH STREET,"63 EAST 79TH STREET New York, NY 10075","(40.776153,-73.961327)",40.776153,-73.961327,2017,4
99,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1437,1, ,D4,"301 EAST 62 STREET, 7K", ,10065,0,0,0,0,0,1959,2,D4,770000,2/16/18,301 EAST 62 STREET,"301 EAST 62 STREET New York, NY 10065","(40.762439, -73.962597)",40.762439,-73.962597,2018,2
970,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1406,41, ,D4,"190 EAST 72ND STREET, 27A", ,10021,0,0,0,0,0,1962,2,D4,770000,8/17/17,190 EAST 72ND STREET,"190 EAST 72ND STREET New York, NY 10021","(40.7698,-73.961195)",40.7698,-73.961195,2017,8
1554,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1404,1266, ,R4,188 EAST 70TH STREET,17B,10021,1,0,1,0,0,1986,2,R4,770000,5/24/17,188 EAST 70TH STREET,"188 EAST 70TH STREET New York, NY 10021","(40.768472,-73.961897)",40.768472,-73.961897,2017,5
2086,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1433,1002, ,R9,"205 E 78TH STREET, 8T", ,10075,0,0,0,0,0,1931,2,R9,770000,8/25/17,205 E 78TH STREET,"205 E 78TH STREET New York, NY 10075","(40.7735187,-73.9573473)",40.7735187,-73.9573473,2017,8
2779,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"340 EAST 80TH STREET, 8G", ,10075,0,0,0,0,0,1961,2,D4,770000,8/11/17,340 EAST 80TH STREET,"340 EAST 80TH STREET New York, NY 10075","(40.7730858,-73.9528703)",40.7730858,-73.9528703,2017,8
2950,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1569,16, ,D4,"1725 YORK AVENUE, 15G", ,10128,0,0,0,0,0,1971,2,D4,770000,4/25/17,1725 YORK AVENUE,"1725 YORK AVENUE New York, NY 10128","(40.7782664,-73.9459474)",40.7782664,-73.9459474,2017,4
3351,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1132, ,R4,345 EAST 80TH   STREET,8E,10075,1,0,1,0,0,1973,2,R4,770000,9/15/17,345 EAST 80TH   STREET,"345 EAST 80TH   STREET New York, NY 10075","(40.7734850999999,-73.9524683)",40.7734851,-73.9524683,2017,9
2314,1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1578,12, ,C6,"519 EAST 81ST STREET, D", ,10028,0,0,0,0,0,1910,2,C6,771000,11/20/17,519 EAST 81ST STREET,"519 EAST 81ST STREET New York, NY 10028","(40.7724196,-73.9483008999999)",40.7724196,-73.9483009,2017,11
566,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1681,1121, ,R4,342 EAST 110 STREET,5D,10029,1,0,1,0,0,2007,2,R4,772000,6/28/17,342 EAST 110 STREET,"342 EAST 110 STREET New York, NY 10029","(40.792628,-73.939867)",40.792628,-73.939867,2017,6
2704,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1525,21, ,D4,"239 EAST 79TH STREET, 13H", ,10075,0,0,0,0,0,1957,2,D4,772000,8/21/17,239 EAST 79TH STREET,"239 EAST 79TH STREET New York, NY 10075","(40.7737324,-73.9553281)",40.7737324,-73.9553281,2017,8
3357,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1114, ,R4,345 EAST 80TH STREET,21D,10075,1,0,1,0,0,1973,2,R4,773870,5/3/17,345 EAST 80TH STREET,"345 EAST 80TH STREET New York, NY 10075","(40.7734850999999,-73.9524683)",40.7734851,-73.9524683,2017,5
3423,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1324, ,R4,389 EAST 89TH   STREET,5J,10128,1,0,1,0,0,2002,2,R4,773870,8/17/17,389 EAST 89TH   STREET,"389 EAST 89TH   STREET New York, NY 10128","(40.7791072,-73.9483298999999)",40.7791072,-73.9483299,2017,8
697,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,13, ,C6,"419 EAST 78TH STREET, 1B", ,10075,0,0,0,0,0,1910,2,C6,775000,8/17/17,419 EAST 78TH STREET,"419 EAST 78TH STREET New York, NY 10075","(40.7713461,-73.9519402)",40.7713461,-73.9519402,2017,8
839,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1391,31, ,D4,"65 EAST 76TH STREET, 7C", ,10021,0,0,0,0,0,1949,2,D4,775000,4/11/17,65 EAST 76TH STREET,"65 EAST 76TH STREET New York, NY 10021","(40.77403,-73.962442)",40.77403,-73.962442,2017,4
1572,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1407,1135, ,R4,157 EAST 72ND STREET,14J,10021,1,0,1,0,0,1923,2,R4,775000,6/7/17,157 EAST 72ND STREET,"157 EAST 72ND STREET New York, NY 10021","(40.77022,-73.961093)",40.77022,-73.961093,2017,6
2543,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1510,30, ,D4,"163 EAST 81ST STREET, 3D", ,10028,0,0,0,0,0,1927,2,D4,775000,5/24/17,163 EAST 81ST STREET,"163 EAST 81ST STREET New York, NY 10028","(40.775923,-73.956847)",40.775923,-73.956847,2017,5
2570,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1512,123, ,D4,"135 EAST 83RD, 12/14", ,10028,0,0,0,0,0,1961,2,D4,775000,6/9/17,135 EAST 83RD,"135 EAST 83RD New York, NY 10028","(40.7775765,-73.9566974999999)",40.7775765,-73.9566975,2017,6
2679,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1523,1, ,D4,"1199 PARK AVENUE, 9B", ,10128,0,0,0,0,0,1961,2,D4,775000,9/26/17,1199 PARK AVENUE,"1199 PARK AVENUE New York, NY 10128","(40.7851736,-73.9527438)",40.7851736,-73.9527438,2017,9
2769,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"333 EAST 79TH STREET, 17W", ,10075,0,0,0,0,0,1961,2,D4,775000,11/9/17,333 EAST 79TH STREET,"333 EAST 79TH STREET New York, NY 10075","(40.7727532,-73.9532061)",40.7727532,-73.9532061,2017,11
2826,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1550,1, ,D4,"301 EAST 87TH STREET, 11E", ,10128,0,0,0,0,0,1973,2,D4,775000,8/15/17,301 EAST 87TH STREET,"301 EAST 87TH STREET New York, NY 10128","(40.778532,-73.9508185)",40.778532,-73.9508185,2017,8
3365,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1016, ,R4,350 EAST 82ND STREET,3C,10028,1,0,1,0,0,1998,2,R4,775000,10/18/17,350 EAST 82ND STREET,"350 EAST 82ND STREET New York, NY 10028","(40.7743326,-73.9519172)",40.7743326,-73.9519172,2017,10
1285,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, A912", ,10021,0,0,0,0,0,1963,2,D4,777000,6/27/17,360 EAST 72ND STREET,"360 EAST 72ND STREET New York, NY 10021","(40.7677332,-73.9563296)",40.7677332,-73.9563296,2017,6
2668,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,44, ,D4,"152 EAST 94TH   STREET, 7F", ,10128,0,0,0,0,0,1938,2,D4,777500,6/16/17,152 EAST 94TH   STREET,"152 EAST 94TH   STREET New York, NY 10128","(40.784156,-73.951171)",40.784156,-73.951171,2017,6
3037,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1589,23, ,D4,"33 EAST END AVENUE, 6D", ,10028,0,0,0,0,0,1942,2,D4,779500,5/30/17,33 EAST END AVENUE,"33 EAST END AVENUE New York, NY 10028","(40.7715122,-73.9469031)",40.7715122,-73.9469031,2017,5
321,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,14, ,D4,"131 EAST 93RD STREET, 1B", ,10128,0,0,0,0,0,1923,2,D4,780000,1/30/18,131 EAST 93RD STREET,"131 EAST 93RD STREET New York, NY 10128","(40.7842443, -73.9525831)",40.7842443,-73.9525831,2018,1
332,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1535,3, ,D4,"200 EAST 90TH STREET, 7D", ,10128,0,0,0,0,0,1980,2,D4,780000,1/25/18,200 EAST 90TH STREET,"200 EAST 90TH STREET New York, NY 10128","(40.7811626, -73.9518647)",40.7811626,-73.9518647,2018,1
1038,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1411,40, ,D4,"176 EAST 77TH STREET, 8J", ,10075,0,0,0,0,0,1957,2,D4,780000,5/1/17,176 EAST 77TH STREET,"176 EAST 77TH STREET New York, NY 10075","(40.772981,-73.958543)",40.772981,-73.958543,2017,5
1377,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1453,1, ,D4,"301 EAST 78TH STREET, 7A", ,10075,0,0,0,0,0,1963,2,D4,780000,6/14/17,301 EAST 78TH STREET,"301 EAST 78TH STREET New York, NY 10075","(40.7725754,-73.9552149)",40.7725754,-73.9552149,2017,6
1822,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1436,1403, ,R4,301 EAST 61ST   STREET,2C,10065,1,0,1,0,0,2014,2,R4,780000,9/26/17,301 EAST 61ST   STREET,"301 EAST 61ST   STREET New York, NY 10065","(40.76187815,-73.96306765)",40.76187815,-73.96306765,2017,9
1928,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1471,1013, ,R4,435 EAST 76TH STREET,3D,10021,1,0,1,0,0,0,2,R4,780000,5/19/17,435 EAST 76TH STREET,"435 EAST 76TH STREET New York, NY 10021","(40.7698738,-73.95229405)",40.7698738,-73.95229405,2017,5
2678,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1523,1, ,D4,"1199 PARK AVENUE, 2G", ,10128,0,0,0,0,0,1961,2,D4,780000,8/15/17,1199 PARK AVENUE,"1199 PARK AVENUE New York, NY 10128","(40.7851736,-73.9527438)",40.7851736,-73.9527438,2017,8
2767,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"333 EAST 79TH STREET, 2W", ,10075,0,0,0,0,0,1961,2,D4,781000,10/5/17,333 EAST 79TH STREET,"333 EAST 79TH STREET New York, NY 10075","(40.7727532,-73.9532061)",40.7727532,-73.9532061,2017,10
1923,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1470,1119, ,R4,404 EAST 76TH   STREET,15B,10021,1,0,1,0,0,0,2,R4,783000,10/27/17,404 EAST 76TH   STREET,"404 EAST 76TH   STREET New York, NY 10021","(40.7702232,-73.95394163)",40.7702232,-73.95394163,2017,10
550,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1628,1265, ,R4,194 EAST 101 STREET,9B,10029,1,0,1,0,0,2005,2,R4,785000,3/29/17,194 EAST 101 STREET,"194 EAST 101 STREET New York, NY 10029","(40.788449,-73.947436)",40.788449,-73.947436,2017,3
2033,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1395,1002, ,R9,"1010 3 AVENUE, 6-E", ,10065,0,0,0,0,0,1963,2,R9,785000,6/28/17,1010 3 AVENUE,"1010 3 AVENUE New York, NY 10065","(40.7625094,-73.9663128)",40.7625094,-73.9663128,2017,6
3039,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1589,23, ,D4,"33 EAST END AVENUE, 12D", ,10028,0,0,0,0,0,1942,2,D4,785000,11/27/17,33 EAST END AVENUE,"33 EAST END AVENUE New York, NY 10028","(40.7715122,-73.9469031)",40.7715122,-73.9469031,2017,11
3429,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1333, ,R4,389 EAST 89TH   STREET,6J,10128,1,0,1,0,0,2002,2,R4,786802,10/17/17,389 EAST 89TH   STREET,"389 EAST 89TH   STREET New York, NY 10128","(40.7791072,-73.9483298999999)",40.7791072,-73.9483299,2017,10
3242,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1532,1040, ,R4,225 EAST 86TH STREET,903,10028,1,0,1,0,0,1981,2,R4,789000,4/19/17,225 EAST 86TH STREET,"225 EAST 86TH STREET New York, NY 10028","(40.7785182,-73.9528103)",40.7785182,-73.9528103,2017,4
2703,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1525,21, ,D4,"239 EAST 79TH STREET, 18C", ,10075,0,0,0,0,0,1957,2,D4,789143,6/29/17,239 EAST 79TH STREET,"239 EAST 79TH STREET New York, NY 10075","(40.7737324,-73.9553281)",40.7737324,-73.9553281,2017,6
588,1,HARLEM-EAST,17 CONDO COOPS                             ,2,1646,1103, ,R9,"215 EAST 96TH   STREET, CONDP", ,10128,0,0,0,0,0,2005,2,R9,790000,4/3/17,215 EAST 96TH   STREET,"215 EAST 96TH   STREET New York, NY 10128","(40.785036,-73.948381)",40.785036,-73.948381,2017,4
2155,1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1202, ,R9,"425 E. 63RD STREET, E2C", ,10065,0,0,0,0,0,0,2,R9,790000,4/19/17,425 E. 63RD STREET,"425 E. 63RD STREET New York, NY 10065","(40.7617185,-73.9587133)",40.7617185,-73.9587133,2017,4
